key,document_type,heading,law_name
cfr7v1_1998_007077,regulation,§ 15b.42 Procedures.,Title 7
160_1998_012564,statute,Sec. 590f,TITLE 16-CONSERVATION
330_1998_005718,statute,Sec. 1376,TITLE 33-NAVIGATION AND NAVIGABLE WATERS
070_1998_007017,statute,Sec. 1427,TITLE 7-AGRICULTURE
290_1998_004963,statute,Secs. 991 to 999,TITLE 29-LABOR
070_1998_016013,statute,Sec. 3154,TITLE 7-AGRICULTURE
160_1998_017295,statute,Sec. 1008,TITLE 16-CONSERVATION
070_1998_001008,statute,Sec. 71,TITLE 7-AGRICULTURE
160_1998_024306,statute,Sec. 2111,TITLE 16-CONSERVATION
420_1998_041451,statute,Sec. 1490d,TITLE 42-THE PUBLIC HEALTH AND WELFARE
070_1998_008843,statute,Sec. 1623,TITLE 7-AGRICULTURE
160_1998_011132,statute,Sec. 533,TITLE 16-CONSERVATION
070_1998_003454,statute,Sec. 349,TITLE 7-AGRICULTURE
070_1998_008861,statute,Sec. 1630,TITLE 7-AGRICULTURE
070_1998_004648,statute,Sec. 901,TITLE 7-AGRICULTURE
070_1998_005316,statute,Sec. 951,TITLE 7-AGRICULTURE
070_1998_003895,statute,Sec. 471,TITLE 7-AGRICULTURE
160_1998_012389,statute,Sec. 581i-1,TITLE 16-CONSERVATION
160_1998_012542,statute,Sec. 590a,TITLE 16-CONSERVATION
070_1998_007813,statute,Sec. 1446a-1,TITLE 7-AGRICULTURE
420_1998_043104,statute,Sec. 1773,TITLE 42-THE PUBLIC HEALTH AND WELFARE
160_1998_023679,statute,Sec. 2001,TITLE 16-CONSERVATION
160_1998_024414,statute,Sec. 2203,TITLE 16-CONSERVATION
420_1998_042151,statute,Sec. 1751,TITLE 42-THE PUBLIC HEALTH AND WELFARE
330_1998_001502,statute,Sec. 701b-1,TITLE 33-NAVIGATION AND NAVIGABLE WATERS
160_1998_023818,statute,Sec. 2101,TITLE 16-CONSERVATION
160_1998_012407,statute,Sec. 582a-7,TITLE 16-CONSERVATION
420_1998_041455,statute,Sec. 1490e,TITLE 42-THE PUBLIC HEALTH AND WELFARE
160_1998_011021,statute,Sec. 497,TITLE 16-CONSERVATION
420_1998_041426,statute,Sec. 1490c,TITLE 42-THE PUBLIC HEALTH AND WELFARE
420_1998_049865,statute,Sec. 3001,TITLE 42-THE PUBLIC HEALTH AND WELFARE
070_1998_010474,statute,Sec. 1932,TITLE 7-AGRICULTURE
070_1998_003915,statute,Sec. 476,TITLE 7-AGRICULTURE
160_1998_017291,statute,Sec. 1006,TITLE 16-CONSERVATION
070_1998_003764,statute,Sec. 450,TITLE 7-AGRICULTURE
070_1998_016170,statute,Sec. 3195,TITLE 7-AGRICULTURE
160_1998_017250,statute,Sec. 1001,TITLE 16-CONSERVATION
cfr7v1_1998_006320,regulation,§ 15.11 Judicial review.,Title 7
420_1998_044192,statute,Sec. 1893,TITLE 42-THE PUBLIC HEALTH AND WELFARE
070_1998_015092,statute,Sec. 2661,TITLE 7-AGRICULTURE
210_1998_003937,statute,Sec. 451,TITLE 21-FOOD AND DRUGS
420_1998_041225,statute,Sec. 1486,TITLE 42-THE PUBLIC HEALTH AND WELFARE
070_1998_002903,statute,Sec. 178,TITLE 7-AGRICULTURE
070_1998_005215,statute,Sec. 950b,TITLE 7-AGRICULTURE
070_1998_012146,statute,Sec. 2011,TITLE 7-AGRICULTURE
430_1998_005237,statute,Sec. 1761,TITLE 43-PUBLIC LANDS
300_1998_000885,statute,Sec. 611,TITLE 30-MINERAL LANDS AND MINING
070_1998_005340,statute,Sec. 1010a,TITLE 7-AGRICULTURE
070_1998_003544,statute,Sec. 361i,TITLE 7-AGRICULTURE
160_1998_012340,statute,Sec. 580d,TITLE 16-CONSERVATION
160_1998_022081,statute,Sec. 1701,TITLE 16-CONSERVATION
070_1998_010180,statute,Sec. 1923,TITLE 7-AGRICULTURE
160_1998_012326,statute,Sec. 577g-1,TITLE 16-CONSERVATION
070_1998_004095,statute,Sec. 508,TITLE 7-AGRICULTURE
070_1998_008858,statute,Sec. 1627,TITLE 7-AGRICULTURE
300_1998_002747,statute,Sec. 1236,TITLE 30-MINERAL LANDS AND MINING
070_1998_005352,statute,Sec. 1012,TITLE 7-AGRICULTURE
300_1998_002846,statute,Sec. 1243,TITLE 30-MINERAL LANDS AND MINING
160_1998_022114,statute,Sec. 1706,TITLE 16-CONSERVATION
070_1998_001435,statute,Sec. 99,TITLE 7-AGRICULTURE
070_1998_005341,statute,Sec. 1011,TITLE 7-AGRICULTURE
070_1998_003686,statute,Sec. 427i,TITLE 7-AGRICULTURE
070_1998_010205,statute,Sec. 1924,TITLE 7-AGRICULTURE
420_1998_041054,statute,Sec. 1484,TITLE 42-THE PUBLIC HEALTH AND WELFARE
070_1998_010229,statute,Sec. 1926,TITLE 7-AGRICULTURE
210_1998_004448,statute,Sec. 695,TITLE 21-FOOD AND DRUGS
160_1998_012180,statute,Sec. 565b,TITLE 16-CONSERVATION
