key,document_type,heading,law_name
BJNR010050934_EStG_20191231_000029,statute,§ 3,Einkommensteuergesetz
BJNR304600009_SteuerHBekV_99999999_000011,regulation,§ 3,Steuerhinterziehungsbekämpfungsverordnung
BJNR013870953_BEG_20231231_000005,statute,§ 1,Bundesgesetz zur Entschädigung für Opfer der nationalsozialistischen Verfolgung
BJNR282610016_MZG_99999999_000040,statute,§ 12,Gesetz zur Durchführung einer Repräsentativstatistik über die Bevölkerung und die Arbeitsmarktbeteiligung sowie die Wohnsituation der Haushalte
BJNR302300003_SGB-12_20191231_000393,statute,§ 82,"Sozialgesetzbuch (SGB) Zwölftes Buch (XII) - Sozialhilfe - (Artikel 1 des Gesetzes vom 27. Dezember 2003, BGBl. I S. 3022)"
BJNR122610989_SGB-6_20191231_000427,statute,§ 107,"Sozialgesetzbuch (SGB) Sechstes Buch (VI) - Gesetzliche Rentenversicherung - (Artikel 1 des Gesetzes v. 18. Dezember 1989, BGBl. I S. 2261, 1990 I S. 1337)"
BJNR111630990_SGB-8_20191231_000160,statute,§ 39,"Sozialgesetzbuch (SGB) - Achtes Buch (VIII) - Kinder- und Jugendhilfe - (Artikel 1 des Gesetzes v. 26. Juni 1990, BGBl. I S. 1163)"
BJNR005850965_VermBG-2_99999999_000007,statute,§ 2,Fünftes Gesetz zur Förderung der Vermögensbildung der Arbeitnehmer
BJNR091410007_REITG_99999999_000059,statute,§ 17,Gesetz über deutsche Immobilien-Aktiengesellschaften mit börsennotierten Anteilen
BJNR025990976_KStG-1977_20191231_000097,statute,§ 14,Körperschaftsteuergesetz
BJNR010050934_EStG_20191231_001054,statute,§ 92,Einkommensteuergesetz
BJNR025990976_KStG-1977_20191231_000171,statute,§ 32a,Körperschaftsteuergesetz
BJNR005490969_EhfG_99999999_000040,statute,§ 10,Entwicklungshelfer-Gesetz
BJNR189100994_ALG_20191231_000444,statute,§ 117,Gesetz über die Alterssicherung der Landwirte
BJNR338510006_SvEV_20191231_000002,regulation,§ 1,Verordnung über die sozialversicherungsrechtliche Beurteilung von Zuwendungen des Arbeitgebers als Arbeitsentgelt
BJNR004690989_AgrStatG_99999999_000227,statute,§ 95,Gesetz über Agrarstatistiken
BJNR011740975_BBesG_20191231_000261,statute,§ 55,Bundesbesoldungsgesetz
BJNR036100974_BetrAVG_99999999_000041,statute,§ 4,Gesetz zur Verbesserung der betrieblichen Altersversorgung
BJNR007850957_SVG_20191231_000429,statute,§ 70,Gesetz über die Versorgung für die ehemaligen Soldaten der Bundeswehr und ihre Hinterbliebenen
BJNR007050981_KSVG_20191231_000092,statute,§ 25,Gesetz über die Sozialversicherung der selbständigen Künstler und Publizisten
BJNR279100006_UmwStG-2006_99999999_000069,statute,§ 20,Umwandlungssteuergesetz
BJNR005490969_EhfG_99999999_000050,statute,§ 15,Entwicklungshelfer-Gesetz
BJNR101500994_SGB-11_20191231_000303,statute,§ 45b,"Sozialgesetzbuch (SGB) - Elftes Buch (XI) - Soziale Pflegeversicherung (Artikel 1 des Gesetzes vom 26. Mai 1994, BGBl. I S. 1014)"
BJNR005490969_EhfG_99999999_000012,statute,§ 4,Entwicklungshelfer-Gesetz
BJNR036100974_BetrAVG_99999999_000103,statute,§ 14,Gesetz zur Verbesserung der betrieblichen Altersversorgung
BJNR178110009_ZensG-2011_99999999_000050,statute,§ 11,Gesetz über den registergestützten Zensus im Jahre 2011
