key,document_type,heading,law_name
BJNR010050934_EStG_19981231_000027,statute,§ 3,Einkommensteuergesetz
BJNR023590979_UStDV-1980_19981231_000105,regulation,§ 39,Umsatzsteuer-Durchführungsverordnung
BJNR001770960_AuslWBEntschG_20011231_000037,statute,§ 10,Gesetz zur näheren Regelung der Entschädigungsansprüche für Auslandsbonds
BJNR011740975_BBesG_19981231_000176,statute,§ 54,Bundesbesoldungsgesetz
BJNR059500997_SGB-3_19981231_000585,statute,§ 183,"Sozialgesetzbuch (SGB) Drittes Buch (III) - Arbeitsförderung - (Artikel 1 des Gesetzes vom 24. März 1997, BGBl. I S. 594)"
BJNR017470957_AKG_19981231_000089,statute,§ 35,Gesetz zur allgemeinen Regelung durch den Krieg und den Zusammenbruch des Deutschen Reiches entstandener Schäden
BJNR010050934_EStG_19981231_000161,statute,§ 9,Einkommensteuergesetz
BJNR005490969_EhfG_19991231_000049,statute,§ 15,Entwicklungshelfer-Gesetz
BJNR000100960_ErsDiG_19991231_000150,statute,§ 35,Gesetz über den Zivildienst der Kriegsdienstverweigerer
BJNR114690980_SGB-10_20000831_000477,statute,§ 115,Zehntes Buch Sozialgesetzbuch - Sozialverwaltungsverfahren und Sozialdatenschutz -
BJNR003080957_WSG_19981231_000002,statute,§ 1,"Gesetz über die Geld- und Sachbezüge der Soldaten, die auf Grund der Wehrpflicht Wehrdienst leisten"
BJNR189100994_ALG_19981231_000121,statute,§ 32,Gesetz über die Alterssicherung der Landwirte
BJNR122610989_SGB-6_19981231_000680,statute,§ 187a,"Sozialgesetzbuch (SGB) Sechstes Buch (VI) - Gesetzliche Rentenversicherung - (Artikel 1 des Gesetzes v. 18. Dezember 1989, BGBl. I S. 2261, 1990 I S. 1337)"
BJNR010050934_EStG_19981231_000374,statute,§ 33,Einkommensteuergesetz
BJNR003410996_MikrozensusG-1996_20011231_000018,statute,§ 6,Gesetz zur Durchführung einer Repräsentativstatistik über die Bevölkerung und den Arbeitsmarkt sowie die Wohnsituation der Haushalte
BJNR059500997_SGB-3_19981231_000631,statute,§ 198,"Sozialgesetzbuch (SGB) Drittes Buch (III) - Arbeitsförderung - (Artikel 1 des Gesetzes vom 24. März 1997, BGBl. I S. 594)"
BJNR005490969_EhfG_19991231_000039,statute,§ 10,Entwicklungshelfer-Gesetz
BJNR025990976_KStG-1977_19981231_000017,statute,§ 5,Körperschaftsteuergesetz
BJNR059500997_SGB-3_19981231_000597,statute,§ 187,"Sozialgesetzbuch (SGB) Drittes Buch (III) - Arbeitsförderung - (Artikel 1 des Gesetzes vom 24. März 1997, BGBl. I S. 594)"
BJNR189100994_ALG_19981231_000164,statute,§ 39,Gesetz über die Alterssicherung der Landwirte
BJNR189100994_ALG_19981231_000038,statute,§ 10,Gesetz über die Alterssicherung der Landwirte
BJNR001770960_AuslWBEntschG_20011231_000047,statute,§ 14,Gesetz zur näheren Regelung der Entschädigungsansprüche für Auslandsbonds
BJNR005490969_EhfG_19991231_000045,statute,§ 13,Entwicklungshelfer-Gesetz
BJNR010050934_EStG_19981231_000468,statute,§ 37a,Einkommensteuergesetz
BJNR101500994_SGB-11_19990731_000137,statute,§ 37,"Sozialgesetzbuch (SGB) - Elftes Buch (XI) - Soziale Pflegeversicherung (Artikel 1 des Gesetzes vom 26. Mai 1994, BGBl. I S. 1014)"
BJNR006130976_AO-1977_19981231_000145,statute,§ 54,Abgabenordnung
BJNR033700993_WoStatG_99999999_000020,statute,§ 7,Gesetz über gebäude- und wohnungsstatistische Erhebungen
BJNR005490969_EhfG_19991231_000012,statute,§ 4,Entwicklungshelfer-Gesetz
