key,document_type,heading,law_name
BJNR006290950_StPO_20191231_000376,statute,§ 100a,Strafprozeßordnung
BJNR006290950_StPO_20191231_001248,statute,§ 261,Strafprozeßordnung
BJNR006290950_StPO_20191231_000694,statute,§ 129,Strafprozeßordnung
BJNR006290950_StPO_20191231_001139,statute,§ 232,Strafprozeßordnung
BJNR030610008_GÜG-2008_20210930_000006,statute,§ 4,"Gesetz zur Überwachung des Verkehrs mit Grundstoffen, die für die unerlaubte Herstellung von Betäubungsmitteln missbraucht werden können"
BJNR006290950_StPO_20191231_000315,statute,§ 84,Strafprozeßordnung
BJNR006290950_StPO_20191231_001400,statute,§ 313,Strafprozeßordnung
BJNR006290950_StPO_20191231_000446,statute,§ 101b,Strafprozeßordnung
BJNR006290950_StPO_20191231_001059,statute,§ 212,Strafprozeßordnung
BJNR006290950_StPO_20191231_000831,statute,§ 151,Strafprozeßordnung
BJNR006290950_StPO_20191231_000019,statute,§ 8,Strafprozeßordnung
BJNR006290950_StPO_20191231_001057,statute,§ 211,Strafprozeßordnung
BJNR006290950_StPO_20191231_000043,statute,§ 20,Strafprozeßordnung
BJNR006290950_StPO_20191231_000807,statute,§ 146,Strafprozeßordnung
BJNR006290950_StPO_20191231_000169,statute,§ 51,Strafprozeßordnung
BJNR006290950_StPO_20191231_001453,statute,§ 332,Strafprozeßordnung
BJNR340910006_ATDG_99999999_000011,statute,§ 4,Gesetz zur Errichtung einer standardisierten zentralen Antiterrordatei von Polizeibehörden und Nachrichtendiensten von Bund und Ländern
BJNR006290950_StPO_20191231_001355,statute,§ 299,Strafprozeßordnung
BJNR313600005_TKÜV-2005_99999999_000004,regulation,§ 1,Verordnung über die technische und organisatorische Umsetzung von Maßnahmen zur Überwachung der Telekommunikation
BJNR006290950_StPO_20191231_000044,statute,§ 21,Strafprozeßordnung
BJNR006290950_StPO_20191231_000310,statute,§ 82,Strafprozeßordnung
BJNR006290950_StPO_20191231_000341,statute,§ 95,Strafprozeßordnung
BJNR282110009_BSIG-2009_99999999_000032,statute,§ 5,Gesetz über das Bundesamt für Sicherheit in der Informationstechnik
BJNR006290950_StPO_20191231_001176,statute,§ 244,Strafprozeßordnung
BJNR006290950_StPO_20191231_000317,statute,§ 86,Strafprozeßordnung
BJNR006290950_StPO_20191231_001252,statute,§ 263,Strafprozeßordnung
BJNR006290950_StPO_20191231_001352,statute,§ 298,Strafprozeßordnung
BJNR006290950_StPO_20191231_000009,statute,§ 4,Strafprozeßordnung
BJNR006290950_StPO_20191231_001375,statute,§ 306,Strafprozeßordnung
BJNR006290950_StPO_20191231_000420,statute,§ 100i,Strafprozeßordnung
BJNR184210004_SchwarzArbG-2004_20200229_000088,statute,§ 14a,Gesetz zur Bekämpfung der Schwarzarbeit und illegalen Beschäftigung
BJNR006290950_StPO_20191231_001388,statute,§ 310,Strafprozeßordnung
BJNR010599989_StGBuaÄndG-1989_99999999_000010,statute,Art 5 Kronzeugenregelung bei organisiert begangenen Straftaten,"Gesetz zur Änderung des Strafgesetzbuches, der Strafprozeßordnung und des Versammlungsgesetzes und zur Einführung einer Kronzeugenregelung bei terroristischen Straftaten"
BJNR287910016_EMVG-2016_99999999_000115,statute,§ 28,Gesetz über die elektromagnetische Verträglichkeit von Betriebsmitteln
BJNR006290950_StPO_20191231_000835,statute,§ 152a,Strafprozeßordnung
BJNR203170956_BinSchG_20210930_000050,statute,§ 8,Gesetz über die Aufgaben des Bundes auf dem Gebiet der Binnenschiffahrt
BJNR006290950_StPO_20191231_000072,statute,§ 29,Strafprozeßordnung
BJNR006290950_StPO_20191231_000077,statute,§ 30,Strafprozeßordnung
BJNR006290950_StPO_20191231_000439,statute,§ 101a,Strafprozeßordnung
BJNR006290950_StPO_20191231_001382,statute,§ 308,Strafprozeßordnung
BJNR006290950_StPO_20191231_001358,statute,§ 300,Strafprozeßordnung
BJNR006290950_StPO_20191231_000012,statute,§ 5,Strafprozeßordnung
BJNR006290950_StPO_20191231_001276,statute,§ 268,Strafprozeßordnung
BJNR006290950_StPO_20191231_001558,statute,§ 370,Strafprozeßordnung
BJNR006290950_StPO_20191231_001149,statute,§ 234a,Strafprozeßordnung
BJNR006290950_StPO_20191231_001256,statute,§ 264,Strafprozeßordnung
BJNR006290950_StPO_20191231_000271,statute,§ 80a,Strafprozeßordnung
BJNR006290950_StPO_20191231_001148,statute,§ 234,Strafprozeßordnung
BJNR006290950_StPO_20191231_000955,statute,§ 163d,Strafprozeßordnung
BJNR029790990_BNDG_20210109_000091,statute,§ 23,Gesetz über den Bundesnachrichtendienst
BJNR006290950_StPO_20191231_001407,statute,§ 315,Strafprozeßordnung
BJNR125410001_G10-2001_20210109_000096,statute,§ 17,"Gesetz zur Beschränkung des Brief-, Post- und Fernmeldegeheimnisses"
BJNR006290950_StPO_20191231_001021,statute,§ 177,Strafprozeßordnung
BJNR006290950_StPO_20191231_001379,statute,§ 307,Strafprozeßordnung
BJNR006290950_StPO_20191231_001242,statute,§ 260,Strafprozeßordnung
BJNR006290950_StPO_20191231_001288,statute,§ 269,Strafprozeßordnung
BJNR006290950_StPO_20191231_000034,statute,§ 13,Strafprozeßordnung
BJNR006290950_StPO_20191231_000832,statute,§ 152,Strafprozeßordnung
BJNR006290950_StPO_20191231_001567,statute,§ 373,Strafprozeßordnung
BJNR006290950_StPO_20191231_001216,statute,§ 255,Strafprozeßordnung
BJNR006290950_StPO_20191231_001575,statute,§ 374,Strafprozeßordnung
BJNR006290950_StPO_20191231_000345,statute,§ 97,Strafprozeßordnung
BJNR006290950_StPO_20191231_000013,statute,§ 6,Strafprozeßordnung
BJNR006290950_StPO_20191231_000031,statute,§ 12,Strafprozeßordnung
BJNR006290950_StPO_20191231_001200,statute,§ 249,Strafprozeßordnung
BJNR006290950_StPO_20191231_000344,statute,§ 96,Strafprozeßordnung
BJNR119000004_TKG-2004_20191231_000397,statute,§ 64,Telekommunikationsgesetz
BJNR006290950_StPO_20191231_001385,statute,§ 309,Strafprozeßordnung
BJNR006290950_StPO_20191231_000318,statute,§ 87,Strafprozeßordnung
BJNR006290950_StPO_20191231_001144,statute,§ 233,Strafprozeßordnung
BJNR006290950_StPO_20191231_000695,statute,§ 130,Strafprozeßordnung
BJNR179810012_RED-G_99999999_000011,statute,§ 4,Gesetz zur Errichtung einer standardisierten zentralen Datei von Polizeibehörden und Nachrichtendiensten von Bund und Ländern zur Bekämpfung des gewaltbezogenen Rechtsextremismus
BJNR006290950_StPO_20191231_000404,statute,§ 100f,Strafprozeßordnung
BJNR006290950_StPO_20191231_000005,statute,§ 2,Strafprozeßordnung
BJNR006290950_StPO_20191231_000042,statute,§ 19,Strafprozeßordnung
BJNR006290950_StPO_20191231_001319,statute,§ 276,Strafprozeßordnung
BJNR148210013_AWG-2013_20191231_000101,statute,§ 18,Außenwirtschaftsgesetz
BJNR313600005_TKÜV-2005_99999999_000015,regulation,§ 5,Verordnung über die technische und organisatorische Umsetzung von Maßnahmen zur Überwachung der Telekommunikation
BJNR313600005_TKÜV-2005_99999999_000008,regulation,§ 3,Verordnung über die technische und organisatorische Umsetzung von Maßnahmen zur Überwachung der Telekommunikation
BJNR148210013_AWG-2013_20191231_000093,statute,§ 17,Außenwirtschaftsgesetz
BJNR006290950_StPO_20191231_001269,statute,§ 267,Strafprozeßordnung
BJNR001270871_StGB_20200312_000133,statute,§ 46b,Strafgesetzbuch
