key,document_type,heading,law_name
cfr12v1_1998_001975,regulation,"§ 12.1 Authority, purpose, and scope.",Title 12
070_1998_000174,statute,Sec. 6c,TITLE 7-AGRICULTURE
cfr17v3_1998_000184,regulation,§ 240.3a12-5 Exemption of certain investment contract securities from sections 7(c) and 11(d)(1).,Title 17
150_1998_001618,statute,Sec. 77z-2,TITLE 15-COMMERCE AND TRADE
020_1998_006399,statute,Sec. 1602,TITLE 2-THE CONGRESS
220_1998_002311,statute,Sec. 290m,TITLE 22-FOREIGN RELATIONS AND INTERCOURSE
cfr12v2_1998_001299,regulation,§ 207.2 Definitions.,Title 12
470_1998_000050,statute,Sec. 153,"TITLE 47-TELEGRAPHS, TELEPHONES, AND RADIOTELEGRAPHS"
cfr17v3_1998_001533,regulation,§ 240.13d-2 Filing of amendments to Schedules 13D or 13G.,Title 17
cfr12v2_1998_001963,regulation,§ 208.25 Government securities sales practices.,Title 12
cfr12v4_1998_003427,regulation,§ 341.1 Scope.,Title 12
cfr12v3_1998_000937,regulation,§ 225.4 Corporate practices.,Title 12
cfr17v3_1998_000454,regulation,§ 240.10a-1 Short sales.,Title 17
cfr17v3_1998_005978,regulation,§ 240.17Ad-1 Definitions.,Title 17
cfr12v1_1998_000007,regulation,§ 1.2 Definitions.,Title 12
260_1998_005021,statute,Sec. 103,TITLE 26-INTERNAL REVENUE CODE
cfr17v3_1998_003298,regulation,§ 240.14d-6 Disclosure requirements with respect to tender offers.,Title 17
cfr17v3_1998_000201,regulation,§ 240.3a12-8 Exemption for designated foreign government securities for purposes of futures trading.,Title 17
150_1998_006468,statute,Sec. 80b-4,TITLE 15-COMMERCE AND TRADE
120_1998_005418,statute,Sec. 1465,TITLE 12-BANKS AND BANKING
cfr17v3_1998_001157,regulation,§ 240.12b-6 When securities are deemed to be registered.,Title 17
150_1998_007587,statute,Sec. 632,TITLE 15-COMMERCE AND TRADE
cfr17v3_1998_006675,regulation,§ 242.102 Activities by issuers and selling security holders during a distribution.,Title 17
cfr17v3_1998_000241,regulation,§ 240.3a40-1 Designation of financial responsibility rules.,Title 17
150_1998_004229,statute,Sec. 78mm,TITLE 15-COMMERCE AND TRADE
120_1998_011225,statute,Sec. 1787,TITLE 12-BANKS AND BANKING
cfr17v2_1998_000113,regulation,§ 200.18 Director of Division of Corporation Finance.,Title 17
cfr17v3_1998_001397,regulation,§ 240.12h-1 Exemptions from registration under section 12(g) of the Act.,Title 17
cfr17v3_1998_003225,regulation,§ 240.14d-3 Filing and transmission of tender offer statement.,Title 17
220_1998_001112,statute,Sec. 282k,TITLE 22-FOREIGN RELATIONS AND INTERCOURSE
cfr17v3_1998_010057,regulation,§ 450.1 Scope of regulations; office responsible.,Title 17
120_1998_013239,statute,Sec. 1821,TITLE 12-BANKS AND BANKING
120_1998_005449,statute,Sec. 1466a,TITLE 12-BANKS AND BANKING
120_1998_001510,statute,Sec. 611,TITLE 12-BANKS AND BANKING
cfr17v3_1998_000724,regulation,§ 240.11a2-2(T) Transactions effected by exchange members through other members.,Title 17
cfr12v5_1998_002832,regulation,§ 563.42 Additional standards applicable to transactions with affiliates and subsidiaries.,Title 12
cfr17v3_1998_001394,regulation,§ 240.12g5-2 Definition of total assets.,Title 17
cfr17v3_1998_001574,regulation,§ 240.13d-6 Exemption of certain acquisitions.,Title 17
120_1998_012000,statute,Sec. 1811,TITLE 12-BANKS AND BANKING
cfr17v3_1998_002162,regulation,§ 240.13f-1 Reporting by institutional investment managers of information with respect to accounts over which they exercise investment discretion.,Title 17
150_1998_006002,statute,Sec. 80a-30,TITLE 15-COMMERCE AND TRADE
cfr31v2_1998_004416,regulation,§ 356.2 Definitions.,Title 31
cfr17v3_1998_006005,regulation,"§ 240.17Ad-2 Turnaround, processing, and forwarding of items.",Title 17
cfr17v3_1998_003347,regulation,§ 240.14d-7 Additional withdrawal rights.,Title 17
cfr17v3_1998_001039,regulation,§ 240.12a-4 Exemption of certain warrants from section 12(a).,Title 17
cfr17v3_1998_000753,regulation,§ 240.11d1-1 Exemption of certain securities from section 11(d)(1).,Title 17
cfr12v4_1998_003477,regulation,§ 344.2 Exceptions.,Title 12
070_1998_000351,statute,Sec. 7,TITLE 7-AGRICULTURE
cfr17v3_1998_000804,regulation,§ 240.11Aa3-2 Filing and amendment of national market system plans.,Title 17
cfr17v3_1998_002002,regulation,§ 240.13e-101 Schedule 13E-4. Tender offer statement pursuant to section 13(e)(1) of the Securities Exchange Act of 1934 and § 240.13e-4 thereunder.,Title 17
120_1998_007118,statute,Sec. 1703,TITLE 12-BANKS AND BANKING
cfr17v3_1998_003354,regulation,§ 240.14d-9 Solicitation/recommendation statements with respect to certain tender offers.,Title 17
150_1998_004472,statute,Sec. 78fff-2,TITLE 15-COMMERCE AND TRADE
cfr12v4_1998_003474,regulation,§ 344.1 Purpose and scope.,Title 12
120_1998_004253,statute,Sec. 1441b,TITLE 12-BANKS AND BANKING
cfr12v1_1998_002127,regulation,§ 13.2 Definitions.,Title 12
cfr17v3_1998_000237,regulation,"§ 240.3a12-11 Exemption from sections 8(a), 14(a), 14(b), and 14(c) for debt securities listed on a national securities exchange.",Title 17
cfr17v3_1998_001002,regulation,§ 240.11Ac1-4 Display of customer limit orders.,Title 17
cfr17v3_1998_003237,regulation,§ 240.14d-4 Dissemination of certain tender offers.,Title 17
120_1998_001076,statute,Sec. 371c-1,TITLE 12-BANKS AND BANKING
cfr17v3_1998_000711,regulation,§ 240.11a1-2 Transactions for certain accounts of associated persons of members.,Title 17
cfr17v3_1998_001564,regulation,§ 240.13d-5 Acquisition of securities.,Title 17
cfr17v3_1998_003518,regulation,§ 240.14d-101 Schedule 14D-9.,Title 17
cfr17v3_1998_000512,regulation,§ 240.10b-10 Confirmation of transactions.,Title 17
cfr12v1_1998_002738,regulation,§ 19.140 Scope.,Title 12
cfr17v3_1998_001657,regulation,§ 240.13e-3 Going private transactions by certain issuers or their affiliates.,Title 17
070_1998_000062,statute,Sec. 2a,TITLE 7-AGRICULTURE
cfr17v3_1998_000766,regulation,§ 240.11Aa3-1 Dissemination of transaction reports and last sale data with respect to transactions in reported securities.,Title 17
cfr17v3_1998_003795,regulation,§ 240.15a-2 Exemption of certain securities of cooperative apartment houses from section 15(a).,Title 17
260_1998_015908,statute,Sec. 404,TITLE 26-INTERNAL REVENUE CODE
220_1998_002300,statute,Sec. 290l-7,TITLE 22-FOREIGN RELATIONS AND INTERCOURSE
220_1998_001384,statute,Sec. 285h,TITLE 22-FOREIGN RELATIONS AND INTERCOURSE
cfr17v3_1998_000339,regulation,"§ 240.3b-8 Definitions of “Qualified OTC Market Maker, Qualified Third Market Maker” and “Qualified Block Positioner”.",Title 17
150_1998_004674,statute,Sec. 79,TITLE 15-COMMERCE AND TRADE
cfr16v1_1998_007341,regulation,§ 802.64 Acquisitions of voting securities by certain institutional investors.,Title 16
cfr17v3_1998_000198,regulation,§ 240.3a12-7 Exemption for certain derivative securities traded otherwise than on a national securities exchange.,Title 17
cfr17v3_1998_006348,regulation,§ 240.19c-1 Governing certain off-board agency transactions by members of national securities exchanges.,Title 17
cfr12v4_1998_003466,regulation,§ 343.2 Definitions.,Title 12
cfr17v3_1998_000305,regulation,§ 240.3b-1 Definition of “listed”.,Title 17
cfr12v1_1998_000048,regulation,"§ 1.3 Limitations on dealing in, underwriting, and purchase and sale of securities.",Title 12
150_1998_004240,statute,Sec. 78ccc,TITLE 15-COMMERCE AND TRADE
120_1998_015510,statute,Sec. 1831l,TITLE 12-BANKS AND BANKING
cfr17v3_1998_000320,regulation,§ 240.3b-5 Non-exempt securities issued under governmental obligations.,Title 17
220_1998_001153,statute,Sec. 283h,TITLE 22-FOREIGN RELATIONS AND INTERCOURSE
150_1998_005368,statute,Sec. 80a-3a,TITLE 15-COMMERCE AND TRADE
cfr17v3_1998_001852,regulation,"§ 240.13e-100 Schedule 13E-3, Transaction statement pursuant to section 13(e) of the Securities Exchange Act of 1934 and rule 13e-3 (§ 240.13e-3) thereunder.",Title 17
150_1998_001781,statute,Sec. 77aaa,TITLE 15-COMMERCE AND TRADE
cfr17v3_1998_001561,regulation,§ 240.13d-4 Disclaimer of beneficial ownership.,Title 17
220_1998_002472,statute,Sec. 290o-7,TITLE 22-FOREIGN RELATIONS AND INTERCOURSE
cfr17v3_1998_006652,regulation,§ 242.101 Activities by distribution participants.,Title 17
cfr12v3_1998_000377,regulation,§ 220.108 International Bank Securities.,Title 12
220_1998_001317,statute,Sec. 283ii,TITLE 22-FOREIGN RELATIONS AND INTERCOURSE
070_1998_000825,statute,Sec. 21,TITLE 7-AGRICULTURE
cfr12v2_1998_001472,regulation,§ 207.114 Credit to brokers and dealers.,Title 12
cfr12v6_1998_002597,regulation,§ 704.2 Definitions.,Title 12
070_1998_000003,statute,Sec. 1,TITLE 7-AGRICULTURE
cfr17v3_1998_000717,regulation,§ 240.11a1-3(T) Bona fide hedge transactions in certain securities.,Title 17
cfr17v3_1998_006913,regulation,"§ 250.4 Exemption of certain brokers, dealers and underwriters.",Title 17
cfr12v4_1998_003583,regulation,§ 344.7 Settlement of securities transactions.,Title 12
cfr17v3_1998_000704,regulation,"§ 240.11a1-1(T) Transactions yielding priority, parity, and precedence.",Title 17
cfr17v3_1998_000854,regulation,§ 240.11Ac1-1 Dissemination of quotations.,Title 17
cfr17v3_1998_000408,regulation,§ 240.8c-1 Hypothecation of customers’ securities.,Title 17
cfr17v3_1998_003203,regulation,§ 240.14d-2 Date of commencement of a tender offer.,Title 17
cfr17v3_1998_005529,regulation,§ 240.17a-5 Reports to be made by certain brokers and dealers.,Title 17
cfr17v3_1998_001487,regulation,§ 240.13d-1 Filing of Schedules 13D and 13G.,Title 17
cfr12v6_1998_002560,regulation,§ 703.150 What additional definitions apply to this part?,Title 12
150_1998_002263,statute,Sec. 78d,TITLE 15-COMMERCE AND TRADE
150_1998_003903,statute,Sec. 78y,TITLE 15-COMMERCE AND TRADE
cfr17v3_1998_000933,regulation,"§ 240.11Ac1-2 Display of transaction reports, last sale data and quotation information.",Title 17
cfr17v3_1998_010060,regulation,§ 450.2 Definitions.,Title 17
cfr17v3_1998_000193,regulation,§ 240.3a12-6 Definition of “common trust fund” as used in section 3(a)(12) of the act.,Title 17
cfr17v3_1998_001542,regulation,§ 240.13d-3 Determination of beneficial owner.,Title 17
420_1998_060218,statute,Sec. 5402,TITLE 42-THE PUBLIC HEALTH AND WELFARE
cfr12v4_1998_005109,regulation,§ 368.2 Definitions.,Title 12
