key,document_type,heading,law_name
BJNR011120969_BBiG_20010101_000004,statute,§ 1,Berufsbildungsgesetz
BJNR013700993_BergVermTechAusbV_20100731_000006,regulation,§ 4,Verordnung über die Berufsausbildung zum Bergvermessungstechniker/zur Bergvermessungstechnikerin
BJNR016100997_WinzerAusbV-1997_99999999_000007,regulation,§ 3,Verordnung über die Berufsausbildung zum Winzer/zur Winzerin
BJNR004200989_KlempnerAusbV_20130731_000008,regulation,§ 3,Verordnung über die Berufsausbildung zum Klempner/zur Klempnerin
BJNR094000996_HolzSpielzMAusbV-1996_99999999_000007,regulation,§ 5,Verordnung über die Berufsausbildung zum Holzspielzeugmacher/zur Holzspielzeugmacherin
BJNR003600997_FriseurAusbV-1997_20080731_000007,regulation,§ 3,Verordnung über die Berufsausbildung zum Friseur/zur Friseurin
BJNR124700997_FlexogrAusbV_20000930_000008,regulation,§ 4,Verordnung über die Berufsausbildung zum Flexografen/zur Flexografin
BJNR084700996_OrthMechAusbV_20130731_000006,regulation,§ 4,Verordnung über die Berufsausbildung zum Orthopädiemechaniker und Bandagisten/zur Orthopädiemechanikerin und Bandagistin
BJNR025400997_STHerstAusbV-1997_20050731_000006,regulation,§ 4,Verordnung über die Berufsausbildung zum Schmucktextilienhersteller/zur Schmucktextilienherstellerin
BJNR099600998_Met-GlockAusbV_99999999_000011,regulation,§ 4,Verordnung über die Berufsausbildung zum Metall- und Glockengießer/zur Metall- und Glockengießerin
BJNR022600997_TKonfAusbV_20100731_000006,regulation,§ 4,Verordnung über die Berufsausbildung zum Technischen Konfektionär/zur Technischen Konfektionärin
BJNR036400998_KochAusbV-1998_99999999_000006,regulation,§ 4,Verordnung über die Berufsausbildung zum Koch/zur Köchin
BJNR126000997_GießVerfMAusbV-1997_20150731_000008,regulation,§ 3,Verordnung über die Berufsausbildung zum Verfahrensmechaniker/zur Verfahrensmechanikerin in der Hütten- und Halbzeugindustrie
BJNR006820989_BüchsenmAusbV_20100731_000008,regulation,§ 3,Verordnung über die Berufsausbildung zum Büchsenmacher/zur Büchsenmacherin
BJNR046200998_BuchhdlAusbV-1998_20110731_000006,regulation,§ 4,Verordnung über die Berufsausbildung zum Buchhändler/zur Buchhändlerin
BJNR133300997_SpielzHerstAusbV_99999999_000006,regulation,§ 4,Verordnung über die Berufsausbildung zum Spielzeughersteller/zur Spielzeugherstellerin
BJNR000320989_ModellBAusbV_20090731_000009,regulation,§ 4,Verordnung über die Berufsausbildung zum Modellbauer/zur Modellbauerin
BJNR008260992_AMAusbV_20040731_000008,regulation,§ 4,Verordnung über die Berufsausbildung zum Aufbereitungsmechaniker/zur Aufbereitungsmechanikerin
BJNR162400995_Brau-MälzAusbV_20070731_000007,regulation,§ 5,Verordnung über die Berufsausbildung zum Brauer und Mälzer/zur Brauerin und Mälzerin
BJNR003530989_KfzMAusbV_20030731_000007,regulation,§ 3,Verordnung über die Berufsausbildung zum Kraftfahrzeugmechaniker/zur Kraftfahrzeugmechanikerin
BJNR067200996_StFachAngAusbV_99999999_000006,regulation,§ 4,Verordnung über die Berufsausbildung zum Steuerfachangestellten/zur Steuerfachangestellten
BJNR001910992_EdlStGrAusbV_20180731_000008,regulation,§ 5,Verordnung über die Berufsausbildung zum Edelsteingraveur/zur Edelsteingraveurin
