key,document_type,heading,law_name
BJNR093110005_BBiG-2005_20191231_000020,statute,§ 4,Berufsbildungsgesetz
BJNR030900017_SchuhfAusbV-2017_99999999_000002,regulation,Eingangsformel,Verordnung über die Berufsausbildung zum Schuhfertiger und zur Schuhfertigerin
BJNR061000007_HolzBauSchAusbV_99999999_000002,regulation,,Verordnung über die Berufsausbildung im Holz- und Bautenschutzgewerbe
BJNR042100010_MilchTAusbV_99999999_000002,regulation,Eingangsformel,Verordnung über die Berufsausbildung zum Milchtechnologen/zur Milchtechnologin
BJNR149000014_ReNoPatAusbV-2015_99999999_000003,regulation,§ 1,"Verordnung über die Berufsausbildungen zum Rechtsanwaltsfachangestellten und zur Rechtsanwaltsfachangestellten, zum Notarfachangestellten und zur Notarfachangestellten, zum Rechtsanwalts- und Notarfachangestellten und zur Rechtsanwalts- und Notarfachangestellten sowie zum Patentanwaltsfachangestellten und zur Patentanwaltsfachangestellten"
BJNR116800012_KStoffVerfMAusbV-2012_99999999_000004,regulation,§ 1,Verordnung über die Berufsausbildung zum Verfahrensmechaniker für Kunststoff- und Kautschuktechnik und zur Verfahrensmechanikerin für Kunststoff- und Kautschuktechnik
BJNR025500011_LederVAusbV_99999999_000003,regulation,§ 1,Verordnung über die Berufsausbildung zur Fachkraft für Lederverarbeitung
BJNR079800006_MedienKfmAusbV_99999999_000003,regulation,Eingangsformel,Verordnung über die Berufsausbildung zum Medienkaufmann Digital und Print/zur Medienkauffrau Digital und Print
BJNR155900017_BüPinAusbV_99999999_000004,regulation,§ 1,Verordnung über die Berufsausbildung zum Bürsten- und Pinselmacher und zur Bürsten- und Pinselmacherin
BJNR116800012_KStoffVerfMAusbV-2012_99999999_000002,regulation,Eingangsformel,Verordnung über die Berufsausbildung zum Verfahrensmechaniker für Kunststoff- und Kautschuktechnik und zur Verfahrensmechanikerin für Kunststoff- und Kautschuktechnik
BJNR043600010_PapTechAusbV-2010_99999999_000003,regulation,§ 1,Verordnung über die Berufsausbildung zum Papiertechnologen/zur Papiertechnologin
BJNR071400014_FzMechAusbV_99999999_000003,regulation,§ 1,Verordnung über die Berufsausbildung zum Karosserie- und Fahrzeugbaumechaniker und zur Karosserie- und Fahrzeugbaumechanikerin
BJNR062800013_MetTechAusbV_99999999_000002,regulation,Eingangsformel,Verordnung über die Berufsausbildung zur Fachkraft für Metalltechnik
BJNR124000009_BergtechAusbV_99999999_000003,regulation,§ 1,Verordnung über die Berufsausbildung zum Bergbautechnologen/zur Bergbautechnologin
BJNR379600017_KPrüfTechnAusbV_99999999_000004,regulation,§ 1,Verordnung über die Berufsausbildung zum Prüftechnologen Keramik und zur Prüftechnologin Keramik
BJNR069400010_GeoITAusbV_99999999_000002,regulation,Eingangsformel,Verordnung über die Berufsausbildung in der Geoinformationstechnologie
BJNR073800015_HolzmechAusbV-2015_99999999_000002,regulation,Eingangsformel,Verordnung über die Berufsausbildung zum Holzmechaniker und zur Holzmechanikerin
BJNR120100009_IndElekAusbV_99999999_000003,regulation,§ 1,Verordnung über die Berufsausbildung zum Industrieelektriker/zur Industrieelektrikerin
