family,year,statute,regulation,total
315,2009,27581,0,27581
315,2010,26221,0,26221
315,2011,26221,0,26221
315,2012,28117,0,28117
315,2013,28117,0,28117
315,2014,28463,0,28463
315,2015,24991,0,24991
315,2016,24847,0,24847
315,2017,24847,0,24847
315,2018,22981,0,22981
315,2019,22981,0,22981
316,2019,0,28311,28311
317,2016,0,28311,28311
317,2017,0,28311,28311
318,1998,23922,0,23922
318,1999,25209,0,25209
318,2000,29572,0,29572
318,2001,30860,0,30860
318,2002,25515,0,25515
319,2010,0,28191,28191
320,2011,0,28073,28073
321,2017,26785,0,26785
321,2018,28063,0,28063
322,2018,27787,0,27787
323,1998,0,27729,27729
324,2000,0,27683,27683
325,2004,18172,0,18172
325,2005,18123,0,18123
325,2006,22064,0,22064
325,2007,22064,0,22064
325,2008,26857,0,26857
325,2009,24267,0,24267
325,2010,24713,0,24713
325,2011,25644,0,25644
325,2012,26421,0,26421
325,2013,27622,0,27622
326,2010,0,27224,27224
326,2011,0,27587,27587
326,2012,0,27588,27588
327,1998,19196,0,19196
327,1999,19196,0,19196
327,2000,19263,0,19263
327,2001,19263,0,19263
327,2002,19361,0,19361
327,2003,20063,0,20063
327,2004,20268,0,20268
327,2005,23277,0,23277
327,2006,23277,0,23277
327,2007,24714,0,24714
327,2008,26354,0,26354
327,2009,26354,0,26354
327,2010,26985,0,26985
327,2011,26976,0,26976
327,2012,27046,0,27046
327,2013,27093,0,27093
327,2014,27084,0,27084
328,1998,0,22317,22317
328,1999,0,26973,26973
329,2012,0,26964,26964
329,2013,0,26964,26964
330,2000,0,26809,26809
330,2001,0,26809,26809
330,2002,0,26809,26809
330,2003,0,26740,26740
330,2004,0,26740,26740
330,2005,0,26740,26740
330,2006,0,26740,26740
330,2007,0,26740,26740
330,2008,0,26740,26740
330,2009,0,26740,26740
330,2010,0,26740,26740
330,2011,0,26740,26740
330,2012,0,26740,26740
330,2013,0,26740,26740
330,2014,0,26758,26758
330,2015,0,26758,26758
330,2016,0,26760,26760
331,1998,0,26512,26512
331,1999,0,26512,26512
331,2000,0,26512,26512
331,2001,0,26512,26512
331,2002,0,26512,26512
332,2006,26051,0,26051
333,2009,0,25406,25406
333,2010,0,25406,25406
333,2011,0,25406,25406
333,2012,0,25406,25406
333,2013,0,25406,25406
333,2014,0,26017,26017
333,2015,0,26017,26017
333,2016,0,26014,26014
333,2017,0,26014,26014
333,2018,0,26014,26014
333,2019,0,26014,26014
334,2002,4945,19897,24842
334,2003,4945,19895,24840
334,2004,4945,19895,24840
334,2005,4945,19896,24841
334,2006,4966,19896,24862
334,2007,4966,19896,24862
334,2008,4966,19896,24862
334,2009,4966,19896,24862
334,2010,5866,19897,25763
335,2007,25707,0,25707
336,1998,0,25672,25672
337,1999,9956,13391,23347
337,2000,10040,13391,23431
337,2001,10040,13391,23431
337,2002,10040,13391,23431
337,2003,10040,13391,23431
337,2004,10040,13391,23431
337,2005,10040,14949,24989
337,2006,10040,15014,25054
337,2007,10040,14949,24989
337,2008,10487,15039,25526
337,2009,10488,15006,25494
337,2010,10496,15006,25502
337,2011,10496,15005,25501
337,2012,10496,15005,25501
337,2013,10496,15006,25502
337,2014,10496,15071,25567
337,2015,10496,15071,25567
337,2016,10496,15071,25567
337,2017,10496,15071,25567
337,2018,10496,15071,25567
337,2019,10539,15071,25610
338,1998,25476,0,25476
339,2013,24037,0,24037
339,2014,24292,0,24292
339,2015,24839,0,24839
339,2016,24839,0,24839
339,2017,25293,0,25293
339,2018,25293,0,25293
339,2019,25420,0,25420
340,2009,18075,0,18075
340,2010,23945,0,23945
340,2011,23945,0,23945
340,2012,23373,0,23373
340,2013,23373,0,23373
340,2014,22720,2245,24965
340,2015,21975,3362,25337
341,2003,0,13610,13610
341,2004,0,13610,13610
341,2005,0,13610,13610
341,2006,0,13610,13610
341,2007,0,18450,18450
341,2008,0,18571,18571
341,2009,0,19423,19423
341,2010,0,19727,19727
341,2011,0,20454,20454
341,2012,0,21247,21247
341,2013,0,21247,21247
341,2014,0,21247,21247
341,2015,0,21490,21490
341,2016,0,21860,21860
341,2017,0,21860,21860
341,2018,0,24843,24843
341,2019,0,24843,24843
342,2013,24428,0,24428
342,2014,24428,0,24428
342,2015,24428,0,24428
342,2016,24816,0,24816
343,1998,19827,0,19827
343,1999,19827,0,19827
343,2000,19670,0,19670
343,2001,19703,0,19703
343,2002,20732,0,20732
343,2003,23038,0,23038
343,2004,23247,0,23247
343,2005,23247,0,23247
343,2006,23257,0,23257
343,2007,23257,0,23257
343,2008,23380,0,23380
343,2009,24387,0,24387
343,2010,24387,0,24387
343,2011,24387,0,24387
343,2012,24649,0,24649
343,2013,24649,0,24649
343,2014,24650,0,24650
343,2015,24644,0,24644
343,2016,24575,0,24575
343,2017,24575,0,24575
343,2018,24575,0,24575
343,2019,24627,0,24627
344,1998,5742,4010,9752
344,1999,5742,15669,21411
344,2000,5742,14533,20275
344,2001,5742,15822,21564
344,2002,5742,16134,21876
344,2003,5742,16160,21902
344,2004,5742,16361,22103
344,2005,5742,18510,24252
344,2006,5742,17418,23160
344,2007,5742,17418,23160
344,2008,5742,17455,23197
344,2009,5742,17441,23183
344,2010,5742,18050,23792
344,2011,5742,17059,22801
344,2012,5742,15179,20921
344,2013,5742,989,6731
344,2014,5712,989,6701
344,2015,5711,2564,8275
344,2016,5711,3558,9269
344,2017,5711,3617,9328
344,2018,7500,4535,12035
344,2019,5711,5973,11684
345,1998,23921,0,23921
345,1999,23644,0,23644
345,2000,23921,0,23921
345,2001,23659,0,23659
345,2002,23659,0,23659
345,2003,23659,0,23659
345,2004,23659,0,23659
345,2005,23659,0,23659
345,2006,23659,0,23659
345,2007,23936,0,23936
345,2008,23659,0,23659
345,2009,23950,0,23950
345,2010,23950,0,23950
345,2011,23950,0,23950
345,2012,24227,0,24227
345,2013,24227,0,24227
345,2014,24227,0,24227
345,2015,24194,0,24194
345,2016,24194,0,24194
345,2017,23917,0,23917
345,2018,24194,0,24194
345,2019,23917,0,23917
346,2008,7527,0,7527
346,2009,7622,0,7622
346,2010,24500,0,24500
346,2011,24841,0,24841
346,2012,24841,0,24841
346,2013,22766,0,22766
346,2014,23265,0,23265
346,2015,24159,0,24159
346,2016,21723,0,21723
347,2017,15885,0,15885
347,2018,23931,0,23931
347,2019,8839,0,8839
348,2002,23512,0,23512
348,2003,23512,0,23512
348,2004,23512,0,23512
348,2005,23794,0,23794
349,2019,23633,0,23633
350,2000,23623,0,23623
351,2016,23530,0,23530
352,2000,0,19682,19682
352,2001,3842,19682,23524
352,2002,3842,19682,23524
352,2003,0,19682,19682
352,2004,0,19683,19683
352,2005,0,19683,19683
352,2006,0,19683,19683
353,1998,0,23452,23452
354,2010,13098,0,13098
354,2011,13761,0,13761
354,2012,14086,0,14086
354,2013,14086,0,14086
354,2014,14086,0,14086
354,2015,14086,0,14086
354,2016,23204,0,23204
354,2017,23330,0,23330
354,2018,23366,0,23366
354,2019,23366,0,23366
355,2009,23366,0,23366
355,2010,23367,0,23367
355,2011,23367,0,23367
355,2012,23367,0,23367
355,2013,23367,0,23367
356,2003,0,23321,23321
356,2004,0,23321,23321
356,2005,0,23321,23321
356,2006,0,23321,23321
356,2007,0,23321,23321
356,2008,0,23321,23321
357,2003,23130,0,23130
358,1999,0,22651,22651
358,2000,0,23004,23004
358,2001,0,23004,23004
359,2017,1604,21396,23000
360,1998,5150,0,5150
360,1999,4833,0,4833
360,2000,4833,0,4833
360,2001,5150,0,5150
360,2002,4833,0,4833
360,2003,4833,0,4833
360,2004,5057,17919,22976
360,2005,198,17708,17906
360,2006,198,17708,17906
361,1998,22958,0,22958
362,2008,0,22922,22922
362,2009,0,22922,22922
363,2008,5053,17708,22761
364,2005,15966,0,15966
364,2006,15966,0,15966
364,2007,16836,0,16836
364,2008,22688,0,22688
364,2009,22696,0,22696
365,1998,0,22630,22630
366,2000,0,22605,22605
367,1998,10817,0,10817
367,1999,11310,0,11310
367,2000,9914,0,9914
367,2001,9773,0,9773
367,2002,8703,4430,13133
367,2003,8930,4430,13360
367,2004,8930,4440,13370
367,2005,8930,4440,13370
367,2006,13013,4440,17453
367,2007,13013,4440,17453
367,2008,13266,7551,20817
367,2009,13266,7771,21037
367,2010,13265,7771,21036
367,2011,12937,7771,20708
367,2012,14784,7771,22555
367,2013,14784,7771,22555
367,2014,13292,7771,21063
367,2015,14778,3257,18035
367,2016,15400,3257,18657
367,2017,13907,3257,17164
367,2018,13907,3257,17164
367,2019,13907,3257,17164
368,1998,16837,0,16837
368,1999,16837,0,16837
368,2000,16749,0,16749
368,2001,16672,0,16672
368,2002,22532,0,22532
368,2003,7504,0,7504
368,2004,7504,0,7504
368,2005,7504,0,7504
368,2006,7504,0,7504
368,2007,7504,0,7504
368,2008,7504,0,7504
368,2009,7504,0,7504
368,2010,7504,0,7504
368,2011,7504,0,7504
368,2012,7504,0,7504
368,2013,7504,0,7504
368,2014,6745,0,6745
368,2015,6745,0,6745
368,2016,6730,0,6730
368,2017,6730,0,6730
368,2018,6730,0,6730
368,2019,7489,0,7489
369,1998,2788,0,2788
369,1999,2788,0,2788
369,2000,2788,0,2788
369,2001,2788,15515,18303
369,2002,2788,14320,17108
369,2003,2788,14666,17454
369,2004,2788,14735,17523
369,2005,2788,15254,18042
369,2006,2788,15516,18304
369,2007,2788,15499,18287
369,2008,2788,15946,18734
369,2009,0,16647,16647
369,2010,0,16701,16701
369,2011,0,16763,16763
369,2012,0,16763,16763
369,2013,2772,17765,20537
369,2014,2772,18781,21553
369,2015,2772,18767,21539
369,2016,2763,19378,22141
369,2017,2763,19475,22238
369,2018,2763,19436,22199
369,2019,2763,19514,22277
370,2004,18478,0,18478
370,2005,19385,0,19385
370,2006,19385,0,19385
370,2007,22223,0,22223
371,2015,1604,20613,22217
372,2011,22212,0,22212
372,2012,22212,0,22212
372,2013,22212,0,22212
372,2014,22212,0,22212
372,2015,22212,0,22212
373,1998,20583,0,20583
373,1999,20589,0,20589
373,2000,20589,0,20589
373,2001,22141,0,22141
373,2002,20589,0,20589
373,2003,20611,0,20611
374,2015,18637,0,18637
374,2016,20252,0,20252
374,2017,20252,0,20252
374,2018,20252,0,20252
374,2019,21914,0,21914
375,2017,21798,0,21798
376,2000,21796,0,21796
377,2009,21709,0,21709
378,2006,20259,0,20259
378,2007,21612,0,21612
379,1998,16737,0,16737
379,1999,16737,0,16737
379,2000,20340,0,20340
379,2001,21433,0,21433
380,2012,8629,9460,18089
380,2013,11922,9460,21382
380,2014,11922,9460,21382
380,2015,11922,9460,21382
380,2016,11922,9460,21382
380,2017,3081,0,3081
380,2018,8648,9460,18108
380,2019,8648,9460,18108
381,2001,21179,0,21179
382,1998,11991,0,11991
382,1999,11991,1520,13511
382,2000,12001,1520,13521
382,2001,12001,1520,13521
382,2002,19546,1520,21066
382,2003,19546,1520,21066
382,2004,19637,1519,21156
382,2005,19637,1519,21156
382,2006,19637,1519,21156
383,2016,0,21084,21084
383,2017,0,21085,21085
383,2018,0,12567,12567
383,2019,0,13882,13882
384,2005,20645,0,20645
384,2006,20629,0,20629
385,2007,10994,0,10994
385,2008,12206,0,12206
385,2009,12206,0,12206
385,2010,20560,0,20560
385,2011,20560,0,20560
385,2012,8354,0,8354
385,2013,8354,0,8354
386,1998,0,12920,12920
386,1999,0,16473,16473
386,2000,0,20057,20057
386,2001,0,20057,20057
386,2002,0,20057,20057
386,2003,0,20057,20057
386,2004,0,20000,20000
386,2005,0,20000,20000
386,2006,0,20000,20000
386,2007,0,20000,20000
386,2008,0,20000,20000
387,1998,0,20044,20044
388,2010,0,20002,20002
388,2011,0,20002,20002
388,2012,0,20002,20002
388,2013,0,16449,16449
388,2014,0,20002,20002
388,2015,0,20001,20001
388,2016,0,20001,20001
388,2017,0,20001,20001
388,2018,0,20001,20001
388,2019,0,20001,20001
389,2000,20000,0,20000
390,2015,16803,3119,19922
391,2017,19828,0,19828
392,1998,0,19757,19757
392,1999,0,19808,19808
392,2000,0,19808,19808
392,2001,0,19808,19808
392,2002,0,19808,19808
392,2003,0,19808,19808
393,2012,12742,0,12742
393,2013,12768,0,12768
393,2014,11965,0,11965
393,2015,11865,0,11865
393,2016,10143,0,10143
393,2017,26592,0,26592
393,2018,32942,0,32942
393,2019,27290,0,27290
394,2015,0,19639,19639
395,2004,17672,0,17672
395,2005,17672,0,17672
395,2006,19501,0,19501
395,2007,19501,0,19501
395,2008,19501,0,19501
395,2009,19501,0,19501
396,1998,4980,14398,19378
396,1999,4980,14398,19378
396,2000,4945,12819,17764
397,2017,19363,0,19363
398,2010,17660,0,17660
398,2011,17708,0,17708
398,2012,17858,0,17858
398,2013,17858,0,17858
398,2014,17858,0,17858
398,2015,18311,0,18311
398,2016,18311,0,18311
398,2017,19330,0,19330
398,2018,19330,0,19330
398,2019,19342,0,19342
399,1998,0,15724,15724
399,1999,0,15725,15725
399,2000,0,16176,16176
399,2001,0,16176,16176
399,2002,0,17464,17464
399,2003,0,19266,19266
399,2004,0,9848,9848
399,2005,0,10694,10694
399,2006,0,10694,10694
399,2007,0,10697,10697
399,2008,0,10697,10697
399,2009,0,10697,10697
399,2010,0,10697,10697
399,2011,0,10697,10697
399,2012,0,10697,10697
399,2013,0,10697,10697
399,2014,0,10697,10697
399,2015,0,10697,10697
399,2016,0,10697,10697
399,2017,0,11884,11884
399,2018,0,11884,11884
399,2019,0,11884,11884
400,2010,19262,0,19262
401,2016,0,19162,19162
402,2010,0,19155,19155
402,2011,0,19162,19162
402,2012,0,19162,19162
403,2014,19143,0,19143
404,2010,19143,0,19143
404,2011,19143,0,19143
404,2012,19143,0,19143
405,2002,16803,2258,19061
406,1998,18380,0,18380
406,1999,19056,0,19056
406,2000,20131,0,20131
407,1998,10609,0,10609
407,1999,10609,0,10609
407,2000,10856,0,10856
407,2001,11080,0,11080
407,2002,12596,0,12596
407,2003,17654,0,17654
407,2004,18028,0,18028
407,2005,18170,0,18170
407,2006,14587,0,14587
407,2007,14586,0,14586
407,2008,14586,0,14586
407,2009,18782,0,18782
407,2010,16457,0,16457
407,2011,15673,0,15673
407,2012,15670,0,15670
407,2013,18705,0,18705
407,2014,18025,0,18025
407,2015,18025,0,18025
407,2016,18418,0,18418
407,2017,18418,0,18418
407,2018,18040,0,18040
407,2019,17763,0,17763
408,2000,18468,0,18468
409,1998,15995,0,15995
409,1999,16418,0,16418
409,2000,18422,0,18422
410,2010,18313,0,18313
411,2009,8650,9460,18110
411,2010,8665,9460,18125
412,2004,8646,9460,18106
412,2005,8646,9460,18106
412,2006,8650,9460,18110
412,2007,8650,9460,18110
413,2015,18014,0,18014
413,2016,18014,0,18014
413,2017,18014,0,18014
414,2008,16198,0,16198
414,2009,16198,0,16198
414,2010,18013,0,18013
414,2011,16752,0,16752
415,2019,17988,0,17988
416,2016,198,17708,17906
417,2019,17489,0,17489
418,1999,16612,0,16612
418,2000,16612,0,16612
418,2001,16612,0,16612
418,2002,16613,0,16613
418,2003,16613,0,16613
418,2004,17195,0,17195
418,2005,17195,0,17195
418,2006,17195,0,17195
418,2007,17195,0,17195
418,2008,17195,0,17195
418,2009,17195,0,17195
418,2010,17195,0,17195
418,2011,17195,0,17195
418,2012,17195,0,17195
418,2013,17195,0,17195
418,2014,17195,0,17195
418,2015,17138,0,17138
418,2016,17474,0,17474
419,2012,2775,0,2775
419,2013,2775,0,2775
419,2014,2775,0,2775
419,2015,16563,0,16563
419,2016,16616,0,16616
419,2017,16706,0,16706
419,2018,17176,0,17176
419,2019,17409,0,17409
420,1998,16989,0,16989
420,1999,16992,0,16992
420,2000,16977,0,16977
420,2001,17068,0,17068
421,2004,16363,0,16363
421,2005,16370,0,16370
421,2006,17049,0,17049
421,2007,15902,0,15902
422,2006,16969,0,16969
423,2005,0,16943,16943
424,2018,16794,0,16794
424,2019,16984,0,16984
425,2014,16311,0,16311
425,2015,16367,0,16367
425,2016,16513,0,16513
426,2013,6481,0,6481
426,2014,6457,0,6457
426,2015,6984,0,6984
426,2016,6984,0,6984
426,2017,15147,0,15147
426,2018,16469,0,16469
426,2019,16282,0,16282
427,2003,0,16432,16432
427,2004,0,16432,16432
428,2004,16271,0,16271
429,1998,16271,0,16271
429,1999,16271,0,16271
429,2000,16271,0,16271
430,2013,16202,0,16202
430,2014,16238,0,16238
430,2015,16429,0,16429
431,2019,16055,0,16055
432,2010,12086,0,12086
432,2011,12086,0,12086
432,2012,11716,0,11716
432,2013,11716,0,11716
432,2014,11583,0,11583
432,2015,11583,0,11583
432,2016,14368,0,14368
432,2017,14368,0,14368
432,2018,15657,0,15657
432,2019,15876,0,15876
433,2017,15862,0,15862
433,2018,15862,0,15862
433,2019,15336,0,15336
434,2014,15842,0,15842
434,2015,15843,0,15843
434,2016,15843,0,15843
435,1998,15713,0,15713
436,2016,7061,0,7061
436,2017,6309,0,6309
436,2018,15573,0,15573
436,2019,15573,0,15573
437,1998,15432,0,15432
437,1999,15432,0,15432
437,2000,15365,0,15365
437,2001,15419,0,15419
437,2002,15419,0,15419
438,2019,15414,0,15414
439,2000,0,15400,15400
440,2014,15334,0,15334
440,2015,15334,0,15334
440,2016,15913,0,15913
440,2017,15913,0,15913
440,2018,15913,0,15913
440,2019,15913,0,15913
441,2019,15277,0,15277
442,2002,15206,0,15206
442,2003,15206,0,15206
442,2004,15206,0,15206
442,2005,15206,0,15206
442,2006,15206,0,15206
442,2007,15206,0,15206
442,2008,15206,0,15206
443,2007,15124,0,15124
443,2008,15124,0,15124
443,2009,15124,0,15124
443,2010,15132,0,15132
443,2011,15113,0,15113
443,2012,15113,0,15113
443,2013,15113,0,15113
443,2014,15202,0,15202
443,2015,15202,0,15202
443,2016,15130,0,15130
444,1998,13315,1826,15141
444,1999,13315,1826,15141
445,2018,15130,0,15130
445,2019,15130,0,15130
446,1998,15006,0,15006
446,1999,15002,0,15002
446,2000,15001,0,15001
446,2001,15001,0,15001
446,2002,14993,0,14993
446,2003,14992,0,14992
446,2004,14992,0,14992
446,2005,15124,0,15124
447,2017,14991,0,14991
447,2018,14965,0,14965
448,2016,14735,0,14735
448,2017,14870,0,14870
449,1998,14683,0,14683
449,1999,14713,0,14713
449,2000,14935,0,14935
449,2001,8556,0,8556
449,2002,8563,0,8563
449,2003,8572,0,8572
450,2004,14668,0,14668
451,1998,14645,0,14645
451,1999,14645,0,14645
451,2000,14600,0,14600
451,2001,14600,0,14600
452,2004,14340,0,14340
452,2005,14350,0,14350
452,2006,13585,0,13585
452,2007,13585,0,13585
452,2008,13585,0,13585
452,2009,13585,0,13585
452,2010,13585,0,13585
452,2011,13585,0,13585
452,2012,13585,0,13585
452,2013,13585,0,13585
452,2014,9235,0,9235
452,2015,9234,0,9234
452,2016,9322,0,9322
452,2017,9323,0,9323
452,2018,9323,0,9323
452,2019,9323,0,9323
453,2001,8511,5792,14303
454,2000,11226,0,11226
454,2001,13525,0,13525
454,2002,12484,0,12484
454,2003,12484,0,12484
454,2004,12846,0,12846
454,2005,12846,0,12846
454,2006,12848,0,12848
454,2007,13268,0,13268
454,2008,13521,0,13521
454,2009,13564,0,13564
454,2010,14080,0,14080
454,2011,14080,0,14080
454,2012,12615,0,12615
454,2013,14099,0,14099
454,2014,11147,0,11147
454,2015,11147,0,11147
454,2016,12520,0,12520
454,2017,14009,0,14009
454,2018,14287,0,14287
455,2013,14228,0,14228
455,2014,14228,0,14228
455,2015,14228,0,14228
455,2016,14204,0,14204
455,2017,14204,0,14204
456,2007,14211,0,14211
456,2008,14211,0,14211
456,2009,14211,0,14211
456,2010,14210,0,14210
456,2011,14210,0,14210
457,1998,13982,0,13982
457,1999,2679,0,2679
457,2000,13982,0,13982
458,1998,10558,2137,12695
458,1999,10409,2137,12546
458,2000,10369,2137,12506
458,2001,10406,0,10406
458,2002,12601,0,12601
458,2003,12658,0,12658
458,2004,12900,0,12900
458,2005,13052,0,13052
458,2006,13052,0,13052
458,2007,13052,0,13052
458,2008,13290,0,13290
458,2009,12345,0,12345
458,2010,12689,0,12689
458,2011,11489,0,11489
458,2012,11488,0,11488
458,2013,11488,0,11488
458,2014,11488,0,11488
458,2015,11488,0,11488
458,2016,12209,0,12209
458,2017,12224,0,12224
458,2018,13764,0,13764
458,2019,13912,0,13912
459,2001,13909,0,13909
460,1998,13759,0,13759
460,1999,13778,0,13778
460,2000,13762,0,13762
460,2001,13762,0,13762
460,2002,6688,0,6688
460,2003,6688,0,6688
460,2004,6688,0,6688
460,2005,6688,0,6688
460,2006,6688,0,6688
460,2007,6688,0,6688
460,2008,6688,0,6688
460,2009,6688,0,6688
460,2010,6688,0,6688
460,2011,6688,0,6688
460,2012,6688,0,6688
460,2013,6688,0,6688
460,2014,6688,0,6688
460,2015,6688,0,6688
461,2005,7147,0,7147
461,2006,7128,0,7128
461,2007,7128,0,7128
461,2008,7206,0,7206
461,2009,7206,0,7206
461,2010,10814,2893,13707
461,2011,10755,0,10755
461,2012,10792,0,10792
461,2013,10792,0,10792
461,2014,10792,0,10792
461,2015,10823,0,10823
461,2016,10823,0,10823
461,2017,10823,0,10823
462,2014,13665,0,13665
462,2015,13665,0,13665
463,2012,13665,0,13665
464,2010,13665,0,13665
465,2000,0,13610,13610
465,2001,0,13610,13610
466,2003,6147,0,6147
466,2004,6147,0,6147
466,2005,6147,0,6147
466,2006,11204,0,11204
466,2007,11204,0,11204
466,2008,11426,0,11426
466,2009,13518,0,13518
466,2010,11552,0,11552
466,2011,11552,0,11552
466,2012,9818,0,9818
466,2013,9195,0,9195
466,2014,9200,0,9200
466,2015,8534,0,8534
466,2016,11236,0,11236
466,2017,8751,0,8751
466,2018,8672,0,8672
466,2019,13422,0,13422
467,1998,10017,0,10017
467,1999,12263,0,12263
467,2000,12378,0,12378
467,2001,12333,0,12333
467,2002,12958,0,12958
467,2003,13516,0,13516
467,2004,14292,0,14292
468,1998,10972,0,10972
468,1999,12301,0,12301
468,2000,12272,0,12272
468,2001,12272,0,12272
468,2002,12685,0,12685
468,2003,12681,0,12681
468,2004,13023,0,13023
468,2005,13115,0,13115
468,2006,13125,0,13125
468,2007,13125,0,13125
468,2008,13125,0,13125
468,2009,13125,0,13125
468,2010,12709,0,12709
468,2011,12709,0,12709
468,2012,12709,0,12709
468,2013,12739,0,12739
468,2014,13318,0,13318
468,2015,13294,0,13294
468,2016,13290,0,13290
468,2017,11735,0,11735
468,2018,13290,0,13290
468,2019,13515,0,13515
469,2006,13473,0,13473
470,2000,13473,0,13473
471,2019,13354,0,13354
472,1998,8218,0,8218
472,1999,13086,0,13086
472,2000,13086,0,13086
472,2001,13086,0,13086
473,2017,13041,0,13041
474,2018,0,11549,11549
474,2019,0,13016,13016
475,2002,8609,0,8609
475,2003,8609,0,8609
475,2004,8609,0,8609
475,2005,8609,0,8609
475,2006,8609,0,8609
475,2007,12941,0,12941
475,2008,12941,0,12941
475,2009,12941,0,12941
475,2010,12956,0,12956
475,2011,12956,0,12956
475,2012,12956,0,12956
475,2013,13022,0,13022
475,2014,12935,0,12935
475,2015,13050,0,13050
475,2016,14474,0,14474
475,2017,14474,0,14474
475,2018,8527,0,8527
475,2019,8527,0,8527
476,2011,2096,0,2096
476,2012,12322,0,12322
476,2013,12706,0,12706
476,2014,12706,0,12706
476,2015,12956,0,12956
476,2016,2087,0,2087
477,2006,12928,0,12928
478,1998,12788,0,12788
478,1999,12788,0,12788
478,2000,12788,0,12788
478,2001,12788,0,12788
478,2002,12788,0,12788
478,2003,12788,0,12788
478,2004,12788,0,12788
478,2005,12788,0,12788
478,2006,12788,0,12788
478,2007,8720,0,8720
478,2008,8720,0,8720
478,2009,8720,0,8720
478,2010,8720,0,8720
478,2011,8720,0,8720
478,2012,8720,0,8720
478,2013,8720,0,8720
478,2014,8720,0,8720
478,2015,8711,0,8711
478,2016,8711,0,8711
478,2017,8711,0,8711
478,2018,8711,0,8711
478,2019,8711,0,8711
479,2013,9507,0,9507
479,2014,12754,0,12754
479,2015,12776,0,12776
479,2016,12776,0,12776
479,2017,9505,0,9505
479,2018,9505,0,9505
479,2019,9505,0,9505
480,1998,9582,0,9582
480,1999,12709,0,12709
480,2000,9566,0,9566
480,2001,9566,0,9566
481,2001,12092,0,12092
481,2002,12661,0,12661
482,2001,12619,0,12619
482,2002,12619,0,12619
482,2003,12619,0,12619
483,1998,971,6697,7668
483,1999,971,6697,7668
483,2000,971,6697,7668
483,2001,0,6697,6697
483,2002,0,6697,6697
483,2003,0,6697,6697
483,2004,0,6697,6697
483,2005,0,6697,6697
483,2006,5183,6697,11880
483,2007,6227,6697,12924
483,2008,5938,6697,12635
483,2009,5938,6697,12635
483,2010,5938,6697,12635
483,2011,5938,6697,12635
483,2012,5938,6697,12635
483,2013,5938,6697,12635
483,2014,5890,6697,12587
483,2015,5890,6697,12587
483,2016,5890,6697,12587
483,2017,5890,0,5890
483,2018,5890,0,5890
483,2019,5890,0,5890
484,2018,12587,0,12587
485,2000,12462,0,12462
486,1998,12017,0,12017
486,1999,12380,0,12380
487,2014,12154,0,12154
487,2015,12354,0,12354
487,2016,10943,0,10943
487,2017,10646,0,10646
488,2017,0,12322,12322
489,2014,0,12322,12322
490,1998,12334,0,12334
490,1999,12334,0,12334
490,2000,12303,0,12303
490,2001,12303,0,12303
490,2002,12296,0,12296
490,2003,12296,0,12296
490,2004,12296,0,12296
490,2005,12296,0,12296
490,2006,12291,0,12291
490,2007,12291,0,12291
490,2008,12291,0,12291
490,2009,12291,0,12291
490,2010,12308,0,12308
490,2011,12308,0,12308
490,2012,12308,0,12308
490,2013,12308,0,12308
490,2014,10131,0,10131
490,2015,10131,0,10131
490,2016,10131,0,10131
490,2017,10131,0,10131
490,2018,10131,0,10131
490,2019,10131,0,10131
491,1998,12225,0,12225
492,2003,12193,0,12193
492,2004,4369,0,4369
492,2005,5069,0,5069
492,2006,5069,0,5069
492,2007,5069,0,5069
492,2008,5052,0,5052
493,1999,3256,8688,11944
494,2015,11682,0,11682
494,2016,11936,0,11936
495,1998,11924,0,11924
495,1999,11783,0,11783
496,1998,3785,0,3785
496,1999,3785,0,3785
496,2000,3789,0,3789
496,2001,4803,0,4803
496,2002,5322,0,5322
496,2003,11897,0,11897
496,2004,11897,0,11897
496,2005,11982,0,11982
496,2006,11982,0,11982
496,2007,11982,0,11982
496,2008,15459,0,15459
496,2009,15459,0,15459
496,2010,15459,0,15459
496,2011,15459,0,15459
496,2012,8805,0,8805
496,2013,8805,0,8805
496,2014,8805,0,8805
496,2015,8805,0,8805
496,2016,8799,0,8799
496,2017,8799,0,8799
496,2018,8799,0,8799
496,2019,8799,0,8799
497,1998,11878,0,11878
498,1999,1598,10220,11818
498,2000,1598,10220,11818
498,2001,1598,10220,11818
498,2002,1598,10220,11818
499,2006,14058,0,14058
499,2007,11045,0,11045
499,2008,14417,0,14417
499,2009,14551,0,14551
499,2010,14635,0,14635
499,2011,14635,0,14635
499,2012,15284,0,15284
499,2013,15284,0,15284
499,2014,15272,0,15272
499,2015,15272,0,15272
499,2016,11416,0,11416
499,2017,11528,0,11528
499,2018,11909,0,11909
499,2019,9015,0,9015
500,1998,11585,0,11585
501,2001,11570,0,11570
502,1998,11570,0,11570
502,1999,11570,0,11570
503,2009,11216,0,11216
503,2010,11216,0,11216
503,2011,11553,0,11553
504,2019,11513,0,11513
505,1998,11140,0,11140
505,1999,11500,0,11500
505,2000,11467,0,11467
505,2001,2096,0,2096
506,1998,5705,0,5705
506,1999,5683,0,5683
506,2000,5574,0,5574
506,2001,5900,0,5900
506,2002,7271,0,7271
506,2003,7479,0,7479
506,2004,9144,0,9144
506,2005,13527,0,13527
506,2006,13746,0,13746
506,2007,13746,0,13746
506,2008,15218,0,15218
506,2009,17835,0,17835
506,2010,18395,0,18395
507,2016,11227,0,11227
507,2017,11227,0,11227
