collection,year,title,references,other_sections,other_symbols,other_parts
usc,2012,37,477,39,0,0
usc,2013,37,480,39,0,0
usc,2014,37,480,39,0,0
usc,2015,37,480,39,0,0
usc,2016,37,483,39,0,0
usc,2017,37,492,39,0,0
usc,2018,37,493,39,0,0
usc,2019,37,493,39,0,0
usc,1994,38,1446,222,0,0
usc,1995,38,1446,221,0,0
usc,1996,38,1451,226,0,0
usc,1997,38,1472,230,0,0
usc,1998,38,1479,239,0,0
usc,1999,38,1527,244,0,0
usc,2000,38,1580,246,0,0
usc,2001,38,1654,250,0,0
usc,2002,38,1656,260,0,0
usc,2003,38,1677,263,0,0
usc,2004,38,1684,270,0,0
usc,2005,38,1687,271,0,0
usc,2006,38,1740,290,0,0
usc,2007,38,1743,294,0,0
usc,2008,38,1864,300,0,0
usc,2009,38,1866,300,0,0
usc,2010,38,1954,308,0,0
usc,2011,38,1965,316,0,0
usc,2012,38,1991,325,0,1
usc,2013,38,1994,323,0,1
usc,2014,38,2015,325,0,1
usc,2015,38,2008,327,0,1
usc,2016,38,2087,343,0,3
usc,2017,38,2148,350,0,4
usc,2018,38,2241,375,0,6
usc,2019,38,2265,383,0,6
usc,1994,39,211,53,0,0
usc,1995,39,210,54,0,0
usc,1996,39,212,56,0,0
usc,1997,39,215,53,0,0
usc,1998,39,217,53,0,0
usc,1999,39,237,52,0,0
usc,2000,39,245,56,0,0
usc,2001,39,246,56,0,0
usc,2002,39,264,52,0,0
usc,2003,39,264,52,0,0
usc,2004,39,265,52,0,0
usc,2005,39,265,52,0,0
usc,2006,39,330,63,0,0
usc,2007,39,330,64,0,0
usc,2008,39,331,63,0,0
usc,2009,39,333,65,0,0
usc,2010,39,333,64,0,0
usc,2011,39,333,64,0,0
usc,2012,39,333,64,0,0
usc,2013,39,333,64,0,0
usc,2014,39,333,64,0,0
usc,2015,39,333,64,0,0
usc,2016,39,333,64,0,0
usc,2017,39,333,64,0,0
usc,2018,39,333,64,0,0
usc,2019,39,330,64,0,0
usc,1994,40,457,161,0,0
usc,1995,40,455,160,0,0
usc,1996,40,470,166,0,0
usc,1997,40,471,166,0,0
usc,1998,40,478,167,0,0
usc,1999,40,479,168,0,0
usc,2000,40,471,169,0,0
usc,2001,40,477,171,0,0
usc,2002,40,415,109,0,0
usc,2003,40,416,110,0,0
usc,2004,40,416,110,0,0
usc,2005,40,414,110,0,0
usc,2006,40,417,108,0,0
usc,2007,40,422,111,0,0
usc,2008,40,454,117,0,0
usc,2009,40,455,117,0,0
usc,2010,40,442,119,0,0
usc,2011,40,442,119,0,0
usc,2012,40,442,119,0,0
usc,2013,40,442,119,0,0
usc,2014,40,447,119,0,0
usc,2015,40,449,119,0,0
usc,2016,40,463,123,0,0
usc,2017,40,463,123,0,0
usc,2018,40,468,123,0,0
usc,2019,40,471,123,0,0
usc,1994,41,275,78,0,1
usc,1995,41,277,78,0,1
usc,1996,41,283,75,0,1
usc,1997,41,276,74,0,1
usc,1998,41,278,75,0,1
usc,1999,41,278,76,0,1
usc,2000,41,281,76,0,1
usc,2001,41,281,76,0,1
usc,2002,41,278,78,0,1
usc,2003,41,301,82,0,1
usc,2004,41,303,83,0,1
usc,2005,41,312,84,0,1
usc,2006,41,315,84,0,1
usc,2007,41,316,84,0,1
usc,2008,41,331,85,0,1
usc,2009,41,331,85,0,1
usc,2010,41,353,90,0,1
usc,2011,41,358,90,0,1
usc,2012,41,369,95,0,1
usc,2013,41,369,95,0,1
usc,2014,41,370,95,0,1
usc,2015,41,370,95,0,1
usc,2016,41,374,99,0,1
usc,2017,41,375,99,0,1
usc,2018,41,428,108,0,1
usc,2019,41,424,111,0,1
usc,1994,42,14645,1627,0,21
usc,1995,42,14619,1628,0,21
usc,1996,42,15061,1667,0,23
usc,1997,42,15709,1743,0,29
usc,1998,42,15923,1773,0,30
usc,1999,42,16147,1805,0,30
usc,2000,42,16440,1896,0,30
usc,2001,42,16496,1928,0,31
usc,2002,42,16696,2008,0,37
usc,2003,42,17406,2052,0,42
usc,2004,42,17727,2107,0,42
usc,2005,42,18345,2144,0,44
usc,2006,42,18832,2195,0,45
usc,2007,42,19326,2264,0,52
usc,2008,42,19823,2338,0,54
usc,2009,42,20417,2413,0,54
usc,2010,42,21749,2647,0,60
usc,2011,42,21747,2653,0,60
usc,2012,42,21805,2662,0,60
usc,2013,42,21895,2676,0,60
usc,2014,42,21889,2677,0,56
usc,2015,42,22211,2724,0,51
usc,2016,42,22523,2791,0,51
usc,2017,42,21612,2665,0,42
usc,2018,42,22093,2723,0,43
usc,2019,42,22247,2746,0,43
usc,1994,43,1062,430,0,0
usc,1995,43,1070,428,0,0
usc,1996,43,1071,435,0,1
usc,1997,43,1074,432,0,1
usc,1998,43,1078,433,0,1
usc,1999,43,1084,430,0,1
usc,2000,43,1113,437,0,1
usc,2001,43,1120,439,0,1
usc,2002,43,1119,439,0,1
usc,2003,43,1123,440,0,1
usc,2004,43,1141,457,0,1
usc,2005,43,1142,458,0,1
usc,2006,43,1169,458,0,1
usc,2007,43,1170,458,0,1
usc,2008,43,1185,466,0,1
usc,2009,43,1195,467,0,1
usc,2010,43,1196,468,0,1
usc,2011,43,1198,471,0,1
usc,2012,43,1201,471,0,1
usc,2013,43,1203,471,0,1
usc,2014,43,1199,471,0,1
usc,2015,43,1203,471,0,1
usc,2016,43,1201,470,0,1
usc,2017,43,1201,459,0,1
usc,2018,43,1255,469,0,1
usc,2019,43,1273,470,0,1
usc,1994,44,122,25,0,0
usc,1995,44,129,23,0,0
usc,1996,44,130,29,0,0
usc,1997,44,137,29,0,0
usc,1998,44,137,29,0,0
usc,1999,44,138,30,0,0
usc,2000,44,165,44,0,0
usc,2001,44,166,45,0,0
usc,2002,44,229,46,0,0
usc,2003,44,230,47,0,0
usc,2004,44,231,47,0,0
usc,2005,44,231,47,0,0
usc,2006,44,232,47,0,0
usc,2007,44,232,47,0,0
usc,2008,44,233,49,0,0
usc,2009,44,233,49,0,0
usc,2010,44,232,49,0,0
usc,2011,44,232,49,0,0
usc,2012,44,232,49,0,0
usc,2013,44,232,49,0,0
usc,2014,44,205,41,0,0
usc,2015,44,210,42,0,0
usc,2016,44,210,42,0,0
usc,2017,44,211,42,0,0
usc,2018,44,236,52,0,0
usc,2019,44,254,50,0,0
usc,1994,45,1121,292,0,7
usc,1995,45,1106,291,0,7
usc,1996,45,1103,295,0,7
usc,1997,45,1102,293,0,7
usc,1998,45,1072,270,0,7
usc,1999,45,1072,270,0,7
usc,2000,45,1071,270,0,7
usc,2001,45,1060,281,0,7
usc,2002,45,1058,281,0,7
usc,2003,45,1053,281,0,7
usc,2004,45,1053,281,0,7
usc,2005,45,1058,283,0,7
usc,2006,45,1059,283,0,7
usc,2007,45,1059,283,0,7
usc,2008,45,1061,283,0,7
usc,2009,45,1061,283,0,7
usc,2010,45,1061,284,0,7
usc,2011,45,1061,284,0,7
usc,2012,45,1063,284,0,7
usc,2013,45,1063,284,0,7
usc,2014,45,1061,284,0,7
usc,2015,45,1065,284,0,7
usc,2016,45,1065,284,0,7
usc,2017,45,1065,284,0,7
usc,2018,45,1065,284,0,7
usc,2019,45,1065,284,0,7
usc,1994,46,263,75,0,0
usc,1995,46,263,75,0,0
usc,1996,46,524,79,0,0
usc,1997,46,527,79,0,0
usc,1998,46,536,83,0,0
usc,1999,46,536,83,0,0
usc,2000,46,537,83,0,0
usc,2001,46,541,86,0,0
usc,2002,46,562,86,0,0
usc,2003,46,601,105,0,0
usc,2004,46,618,106,0,0
usc,2005,46,618,107,0,0
usc,2006,46,999,145,0,0
usc,2007,46,1007,148,0,0
usc,2008,46,1016,151,0,0
usc,2009,46,1017,159,0,0
usc,2010,46,1047,167,0,0
usc,2011,46,1047,167,0,0
usc,2012,46,1027,173,0,0
usc,2013,46,1021,172,0,0
usc,2014,46,1039,179,0,0
usc,2015,46,1040,178,0,0
usc,2016,46,1061,180,0,0
usc,2017,46,1091,185,0,0
usc,2018,46,1125,187,0,0
usc,2019,46,1165,182,0,0
usc,1994,47,355,66,0,2
usc,1995,47,356,66,0,2
usc,1996,47,472,79,0,3
usc,1997,47,491,87,0,3
usc,1998,47,492,87,0,3
usc,1999,47,539,99,0,3
usc,2000,47,580,109,0,3
usc,2001,47,579,109,0,3
usc,2002,47,588,110,0,3
usc,2003,47,588,110,0,3
usc,2004,47,658,124,0,3
usc,2005,47,654,123,0,3
usc,2006,47,662,125,0,3
usc,2007,47,662,125,0,3
usc,2008,47,675,129,0,3
usc,2009,47,678,129,0,3
usc,2010,47,724,142,0,3
usc,2011,47,724,142,0,3
usc,2012,47,819,150,0,3
usc,2013,47,819,150,0,3
usc,2014,47,825,150,0,3
usc,2015,47,828,151,0,3
usc,2016,47,805,148,0,3
usc,2017,47,810,148,0,3
usc,2018,47,871,158,0,3
usc,2019,47,898,158,0,3
usc,1994,48,245,222,0,0
usc,1995,48,244,222,0,0
usc,1996,48,245,222,0,0
usc,1997,48,245,222,0,0
usc,1998,48,246,222,0,0
usc,1999,48,246,222,0,0
usc,2000,48,245,220,0,0
usc,2001,48,245,220,0,0
usc,2002,48,245,221,0,0
usc,2003,48,292,339,0,3
usc,2004,48,290,339,0,3
usc,2005,48,289,339,0,3
usc,2006,48,290,339,0,3
usc,2007,48,290,337,0,3
usc,2008,48,315,350,0,3
usc,2009,48,315,350,0,3
usc,2010,48,315,351,0,3
usc,2011,48,315,351,0,3
usc,2012,48,314,351,0,3
usc,2013,48,314,351,0,3
usc,2014,48,314,350,0,3
usc,2015,48,314,351,0,3
usc,2016,48,407,363,0,3
usc,2017,48,407,365,0,3
usc,2018,48,411,369,0,3
usc,2019,48,420,377,0,3
usc,1994,49,1983,415,0,1
usc,1995,49,1748,388,0,1
usc,1996,49,1846,411,0,4
usc,1997,49,1852,410,0,4
usc,1998,49,1890,416,0,16
usc,1999,49,1901,417,0,16
usc,2000,49,2043,445,0,19
usc,2001,49,2086,451,0,18
usc,2002,49,2116,453,0,18
usc,2003,49,2218,482,0,19
usc,2004,49,2245,485,0,19
usc,2005,49,2353,511,0,7
usc,2006,49,2373,509,0,7
usc,2007,49,2392,514,0,7
usc,2008,49,2513,538,0,7
usc,2009,49,2515,538,0,7
usc,2010,49,2486,536,0,7
usc,2011,49,2494,538,0,7
usc,2012,49,2623,521,0,8
usc,2013,49,2629,524,0,8
usc,2014,49,2639,519,0,8
usc,2015,49,2770,538,0,9
usc,2016,49,2829,552,0,9
usc,2017,49,2837,553,0,9
usc,2018,49,2949,559,0,17
usc,2019,49,2952,563,0,17
usc,1994,50,489,82,0,0
usc,1995,50,496,86,0,0
usc,1996,50,524,85,0,0
usc,1997,50,526,84,0,0
usc,1998,50,542,85,0,0
usc,1999,50,579,89,0,0
usc,2000,50,583,87,0,0
usc,2001,50,596,88,0,0
usc,2002,50,672,99,0,0
usc,2003,50,759,123,0,0
usc,2004,50,808,134,0,0
usc,2005,50,812,135,0,0
usc,2006,50,824,134,0,0
usc,2007,50,847,139,0,0
usc,2008,50,915,146,0,0
usc,2009,50,932,147,0,0
usc,2010,50,1000,153,0,0
usc,2011,50,1002,156,0,0
usc,2012,50,988,151,0,0
usc,2013,50,1013,145,0,0
usc,2014,50,1059,153,0,0
usc,2015,50,1607,225,0,0
usc,2016,50,1613,227,0,1
usc,2017,50,1606,216,0,1
usc,2018,50,1574,224,0,4
usc,2019,50,1646,235,0,4
usc,2010,51,159,31,0,0
usc,2011,51,159,31,0,0
usc,2012,51,159,31,0,0
usc,2013,51,159,31,0,0
usc,2014,51,159,31,0,0
usc,2015,51,169,32,0,0
usc,2016,51,170,32,0,0
usc,2017,51,179,42,0,0
usc,2018,51,179,42,0,0
usc,2019,51,179,42,0,0
usc,2014,52,385,39,0,6
usc,2015,52,385,39,0,6
usc,2016,52,385,39,0,6
usc,2017,52,385,39,0,6
usc,2018,52,383,39,0,6
usc,2019,52,383,39,0,6
usc,2014,54,205,47,0,0
usc,2015,54,205,47,0,0
usc,2016,54,214,51,0,0
usc,2017,54,216,51,0,0
usc,2018,54,216,51,0,0
usc,2019,54,222,52,0,0
cfr,1997,10,3998,677,89,12
cfr,1998,10,4286,697,91,11
cfr,1999,10,7585,1206,136,22
cfr,2000,10,4428,764,111,11
cfr,2001,10,6288,957,126,18
cfr,2002,10,8140,1257,142,22
cfr,2003,10,7626,1114,138,19
cfr,2004,10,8604,1276,138,23
cfr,2005,10,8772,1304,136,20
cfr,2006,10,9093,1297,138,22
cfr,2007,10,9145,1321,138,22
cfr,2008,10,9986,1348,132,24
cfr,2009,10,13177,1694,149,28
cfr,2010,10,10697,1375,129,25
cfr,2011,10,10740,1375,129,25
cfr,2012,10,8558,1181,118,19
cfr,2013,10,11107,1413,126,25
cfr,2014,10,11184,1425,127,25
cfr,2015,10,11436,1431,127,25
cfr,2016,10,11528,1436,127,25
cfr,2017,10,11897,1507,133,28
cfr,2018,10,11452,1341,115,24
cfr,2019,10,12108,1501,129,25
cfr,2020,10,12278,1511,128,26
cfr,1997,11,1953,16,0,4
cfr,1998,11,1955,16,0,4
cfr,1999,11,1950,16,0,4
cfr,2000,11,1441,16,0,4
cfr,2001,11,1165,13,0,2
cfr,2002,11,1165,13,0,2
cfr,2003,11,2425,17,0,5
cfr,2004,11,2474,17,0,5
cfr,2005,11,2486,17,0,5
cfr,2006,11,2489,17,0,5
cfr,2007,11,2504,16,0,5
cfr,2008,11,2523,16,0,5
cfr,2009,11,2614,23,0,5
cfr,2010,11,2557,30,0,5
cfr,2011,11,2593,30,0,6
cfr,2012,11,2560,31,0,6
cfr,2013,11,2560,31,0,6
cfr,2014,11,2560,31,0,6
cfr,2015,11,2554,31,0,6
cfr,2016,11,2536,30,0,5
cfr,2017,11,2525,30,0,5
cfr,2018,11,2546,30,0,5
cfr,2019,11,2546,30,0,5
cfr,2020,11,2530,30,0,5
cfr,1997,12,3905,1220,81,12
cfr,1998,12,6975,1921,139,19
cfr,1999,12,8383,2230,207,15
cfr,2000,12,7718,2068,202,18
cfr,2001,12,5882,1537,121,14
cfr,2002,12,10365,2648,259,24
cfr,2003,12,10743,2682,256,17
cfr,2004,12,10561,2603,203,18
cfr,2005,12,11059,2728,264,19
cfr,2006,12,8039,1888,130,18
cfr,2007,12,9488,2371,232,12
cfr,2008,12,11497,2937,263,20
cfr,2009,12,10540,2638,180,20
cfr,2010,12,12046,3053,272,20
cfr,2011,12,12538,3128,273,20
cfr,2012,12,16760,4128,297,20
cfr,2013,12,17029,4196,298,20
cfr,2014,12,17845,4026,337,21
cfr,2015,12,20809,4893,449,22
cfr,2016,12,19114,4512,412,21
cfr,2017,12,20993,4952,451,21
cfr,2018,12,21489,5041,459,21
cfr,2019,12,19678,4656,487,21
cfr,2020,12,20049,4661,479,21
cfr,1997,13,708,96,5,1
cfr,1998,13,710,96,5,1
cfr,1999,13,1327,147,13,2
cfr,2000,13,1492,137,13,1
cfr,2001,13,1567,148,14,1
cfr,2002,13,1705,165,14,1
cfr,2003,13,1737,166,14,1
cfr,2004,13,1797,170,15,1
cfr,2005,13,1868,182,14,3
cfr,2006,13,1928,199,13,3
cfr,2007,13,1927,199,13,3
cfr,2008,13,1882,199,13,3
cfr,2009,13,1964,206,14,3
cfr,2010,13,2029,230,15,3
cfr,2011,13,1784,212,12,3
cfr,2012,13,2152,234,17,3
cfr,2013,13,2193,235,17,3
cfr,2014,13,2299,243,15,2
cfr,2015,13,2099,211,15,2
cfr,2016,13,2265,232,14,2
cfr,2017,13,2310,232,14,2
cfr,2018,13,2318,225,13,2
cfr,2019,13,2375,226,13,2
cfr,2020,13,2439,220,14,2
cfr,1997,14,2387,233,21,21
cfr,1998,14,4032,280,27,36
cfr,1999,14,6908,518,36,71
cfr,2000,14,7545,572,38,70
cfr,2001,14,7349,577,35,63
cfr,2002,14,7335,568,34,49
cfr,2003,14,7082,569,33,46
cfr,2004,14,7277,563,33,45
cfr,2005,14,7654,567,33,49
cfr,2006,14,7747,567,32,50
cfr,2007,14,8797,558,34,62
cfr,2008,14,8948,569,36,63
cfr,2009,14,9113,565,37,63
cfr,2010,14,7420,541,35,57
cfr,2011,14,7436,526,35,58
cfr,2012,14,9325,543,38,58
cfr,2013,14,9362,536,29,55
cfr,2014,14,8511,416,30,52
cfr,2015,14,9188,508,26,53
cfr,2016,14,9297,507,27,53
cfr,2017,14,9418,517,27,53
cfr,2018,14,8367,414,27,51
cfr,2019,14,9169,517,31,55
cfr,2020,14,9115,425,30,50
cfr,1997,15,2046,364,115,197
cfr,1998,15,2503,411,244,402
cfr,1999,15,2600,437,273,423
cfr,2000,15,2667,390,307,435
cfr,2001,15,2445,379,305,441
cfr,2002,15,3078,559,330,449
cfr,2003,15,3066,560,351,454
cfr,2004,15,2874,531,346,456
cfr,2005,15,2890,532,346,464
cfr,2006,15,2906,528,352,459
cfr,2007,15,2414,389,431,509
cfr,2008,15,2909,532,457,522
cfr,2009,15,2926,536,514,538
cfr,2010,15,2967,541,511,539
cfr,2011,15,2973,540,520,548
cfr,2012,15,2994,543,537,548
cfr,2013,15,3046,535,542,547
cfr,2014,15,3067,530,570,563
cfr,2015,15,3182,581,583,572
cfr,2016,15,3177,587,576,537
cfr,2017,15,2691,545,553,522
cfr,2018,15,3135,583,560,525
cfr,2019,15,3510,619,564,531
cfr,2020,15,3545,619,561,530
cfr,1997,16,2263,532,78,17
cfr,1998,16,3705,942,112,13
cfr,1999,16,3400,873,108,13
cfr,2000,16,3531,879,92,14
cfr,2001,16,3502,891,114,13
cfr,2002,16,3963,1002,122,11
cfr,2003,16,3970,999,122,10
cfr,2004,16,3998,1001,126,10
cfr,2005,16,4039,1003,126,10
cfr,2006,16,4084,1003,124,10
cfr,2007,16,4150,1010,125,10
cfr,2008,16,4186,1024,126,10
cfr,2009,16,4318,1036,127,10
cfr,2010,16,4444,1070,128,10
cfr,2011,16,4557,1146,129,10
cfr,2012,16,4547,1185,127,9
cfr,2013,16,4725,1185,126,10
cfr,2014,16,4868,1190,125,10
cfr,2015,16,4893,1194,123,10
cfr,2016,16,4960,1209,123,8
cfr,2017,16,5018,1212,119,8
cfr,2018,16,4954,1205,119,8
cfr,2019,16,5117,1260,120,9
cfr,2020,16,5119,1255,120,9
cfr,1997,17,3365,688,6,1
cfr,1998,17,5167,1591,28,3
cfr,1999,17,3566,1030,25,3
cfr,2000,17,6154,2083,159,9
cfr,2001,17,8111,2656,194,13
cfr,2002,17,6754,2124,179,9
cfr,2003,17,6996,2203,179,9
cfr,2004,17,9202,3302,206,13
cfr,2005,17,9827,3432,204,13
cfr,2006,17,10107,3566,204,13
cfr,2007,17,10218,3618,204,13
cfr,2008,17,10475,3743,206,13
cfr,2009,17,15240,5872,244,18
cfr,2010,17,10526,3797,201,13
cfr,2011,17,10789,3882,201,32
cfr,2012,17,11469,4008,202,35
cfr,2013,17,11826,4271,197,36
cfr,2014,17,12388,4637,215,40
cfr,2015,17,12772,4720,217,40
cfr,2016,17,10880,4077,198,39
cfr,2017,17,13466,4965,216,36
cfr,2018,17,13561,4993,215,35
cfr,2019,17,13655,5004,226,41
cfr,2020,17,14179,5212,242,47
cfr,1997,18,1310,402,11,6
cfr,1998,18,0,0,0,0
cfr,1999,18,2349,688,31,12
cfr,2000,18,2160,641,30,13
cfr,2001,18,2421,696,33,13
cfr,2002,18,2435,706,33,12
cfr,2003,18,2453,701,33,12
cfr,2004,18,2682,760,33,12
cfr,2005,18,2715,760,27,11
cfr,2006,18,2795,781,30,11
cfr,2007,18,3265,813,31,12
cfr,2008,18,3291,836,31,13
cfr,2009,18,3326,840,31,14
cfr,2010,18,3347,852,31,13
cfr,2011,18,3309,847,30,13
cfr,2012,18,3315,848,30,15
cfr,2013,18,3322,848,27,15
cfr,2014,18,3333,850,27,15
cfr,2015,18,3277,853,27,15
cfr,2016,18,3316,860,28,15
cfr,2017,18,3338,867,29,15
cfr,2018,18,3384,867,29,15
cfr,2019,18,3395,872,30,15
cfr,2020,18,3457,886,30,15
cfr,1997,19,2609,115,12,5
cfr,1998,19,4932,827,17,8
cfr,1999,19,5981,1010,34,10
cfr,2000,19,6093,1011,34,11
cfr,2001,19,5863,912,35,10
cfr,2002,19,5921,958,36,10
cfr,2003,19,6064,962,39,9
cfr,2004,19,6251,966,39,9
cfr,2005,19,6307,966,39,9
cfr,2006,19,6311,970,40,10
cfr,2007,19,6346,983,40,10
cfr,2008,19,6584,996,44,10
cfr,2009,19,7915,1795,54,12
cfr,2010,19,6776,1013,49,11
cfr,2011,19,6823,1011,50,11
cfr,2012,19,7021,1010,52,11
cfr,2013,19,7085,1009,52,11
cfr,2014,19,7206,1010,51,11
cfr,2015,19,7258,1013,52,11
cfr,2016,19,7163,1010,57,11
cfr,2017,19,7294,1023,57,10
cfr,2018,19,7364,1028,61,9
cfr,2019,19,7847,1066,62,9
cfr,2020,19,7852,1066,62,9
cfr,1997,1,46,2,0,0
cfr,1998,1,46,2,0,0
cfr,1999,1,46,2,0,0
cfr,2000,1,32,2,0,0
cfr,2001,1,32,2,0,0
cfr,2002,1,32,2,0,0
cfr,2003,1,32,2,0,0
cfr,2004,1,32,2,0,0
cfr,2005,1,32,2,0,0
cfr,2006,1,32,2,0,0
cfr,2007,1,32,2,0,0
cfr,2008,1,32,2,0,0
cfr,2009,1,32,2,0,0
cfr,2010,1,30,2,0,0
cfr,2011,1,30,2,0,0
cfr,2012,1,28,2,0,0
cfr,2013,1,28,2,0,0
cfr,2014,1,28,2,0,0
cfr,2015,1,176,17,2,0
cfr,2016,1,180,17,2,0
cfr,2017,1,180,17,2,0
cfr,2018,1,259,19,2,0
cfr,2019,1,303,19,2,0
cfr,2020,1,303,19,2,0
cfr,1997,20,2549,736,12,12
cfr,1998,20,7583,1856,48,17
cfr,1999,20,5084,1426,40,15
cfr,2000,20,6637,1732,33,16
cfr,2001,20,4052,1198,12,14
cfr,2002,20,9966,2123,44,20
cfr,2003,20,10031,2136,46,20
cfr,2004,20,10385,2152,46,20
cfr,2005,20,10737,2157,49,20
cfr,2006,20,11217,2165,77,75
cfr,2007,20,11507,2160,57,18
cfr,2008,20,11478,2162,57,18
cfr,2009,20,11617,2197,42,18
cfr,2010,20,11877,2207,42,18
cfr,2011,20,12001,2184,72,18
cfr,2012,20,11553,2117,70,18
cfr,2013,20,10896,1699,69,15
cfr,2014,20,10699,1660,67,15
cfr,2015,20,10636,1649,67,15
cfr,2016,20,10838,1663,67,15
cfr,2017,20,12341,1890,67,16
cfr,2018,20,12310,1903,48,16
cfr,2019,20,12440,1900,39,16
cfr,2020,20,12490,1910,46,16
cfr,1996,21,1403,500,7,1
cfr,1997,21,3536,926,7,7
cfr,1998,21,6448,1281,14,6
cfr,1999,21,6241,1088,9,6
cfr,2000,21,7670,1193,7,8
cfr,2001,21,11734,1886,11,9
cfr,2002,21,13868,2199,17,6
cfr,2003,21,15423,2554,21,5
cfr,2004,21,15501,2575,21,6
cfr,2005,21,12271,1903,16,3
cfr,2006,21,15823,2481,20,4
cfr,2007,21,15886,2485,20,4
cfr,2008,21,16221,2535,21,4
cfr,2009,21,17957,2666,18,5
cfr,2010,21,16587,2606,20,4
cfr,2011,21,16613,2612,20,4
cfr,2012,21,16683,2645,20,4
cfr,2013,21,16732,2648,20,4
cfr,2014,21,11963,1995,17,3
cfr,2015,21,13644,2228,17,3
cfr,2016,21,17516,2827,32,4
cfr,2017,21,18181,3024,34,28
cfr,2018,21,18289,3035,35,28
cfr,2019,21,18358,3053,35,28
cfr,2020,21,18841,3049,36,28
cfr,1997,22,1863,285,23,8
cfr,1998,22,4077,584,76,20
cfr,1999,22,4075,561,76,18
cfr,2000,22,4185,574,79,19
cfr,2001,22,4122,552,76,19
cfr,2002,22,4385,617,79,19
cfr,2003,22,4357,606,76,19
cfr,2004,22,4428,590,76,19
cfr,2005,22,4445,582,76,19
cfr,2006,22,4391,568,79,19
cfr,2007,22,4345,585,87,15
cfr,2008,22,4407,580,86,16
cfr,2009,22,4358,579,90,12
cfr,2010,22,4372,582,90,12
cfr,2011,22,4363,582,90,12
cfr,2012,22,4321,577,89,12
cfr,2013,22,4339,576,91,12
cfr,2014,22,4494,579,89,12
cfr,2015,22,4290,553,88,12
cfr,2016,22,4270,540,88,12
cfr,2017,22,4094,507,87,13
cfr,2018,22,4244,514,87,13
cfr,2019,22,4435,546,86,13
cfr,2020,22,4394,551,86,13
cfr,1997,23,743,53,4,0
cfr,1998,23,1413,91,14,0
cfr,1999,23,1548,95,18,1
cfr,2000,23,1524,91,18,1
cfr,2001,23,1570,94,18,1
cfr,2002,23,1568,94,18,1
cfr,2003,23,1615,94,18,1
cfr,2004,23,1673,95,18,1
cfr,2005,23,1329,80,14,1
cfr,2006,23,1338,73,14,1
cfr,2007,23,1419,70,14,1
cfr,2008,23,1960,83,18,4
cfr,2009,23,1988,80,18,4
cfr,2010,23,2005,83,18,4
cfr,2011,23,2025,84,18,4
cfr,2012,23,1652,73,13,1
cfr,2013,23,1981,86,16,23
cfr,2014,23,1983,86,16,23
cfr,2015,23,1999,89,16,23
cfr,2016,23,2136,90,16,24
cfr,2017,23,2563,93,16,48
cfr,2018,23,2874,93,16,47
cfr,2019,23,2872,93,16,47
cfr,2020,23,2865,93,16,47
cfr,1997,24,0,0,0,0
cfr,1998,24,8927,1211,26,6
cfr,1999,24,2993,486,12,3
cfr,2000,24,1593,303,13,3
cfr,2001,24,7706,1103,27,7
cfr,2002,24,6360,823,21,6
cfr,2003,24,9774,1309,33,8
cfr,2004,24,8278,1134,31,8
cfr,2005,24,12219,1602,34,9
cfr,2006,24,12336,1634,34,8
cfr,2007,24,12444,1602,35,36
cfr,2008,24,12682,1664,40,8
cfr,2009,24,14506,1967,45,9
cfr,2010,24,13029,1755,43,9
cfr,2011,24,13058,1765,42,9
cfr,2012,24,13143,1830,42,11
cfr,2013,24,13365,1887,44,11
cfr,2014,24,13521,1912,43,12
cfr,2015,24,13224,1768,40,10
cfr,2016,24,13314,1749,39,10
cfr,2017,24,12086,1576,38,10
cfr,2018,24,13846,1772,39,10
cfr,2019,24,13823,1774,43,10
cfr,2020,24,13858,1779,43,10
cfr,1997,25,1041,139,17,3
cfr,1998,25,2089,231,21,4
cfr,1999,25,2146,231,21,4
cfr,2000,25,2176,231,21,4
cfr,2001,25,1918,204,23,2
cfr,2002,25,1918,204,23,2
cfr,2003,25,2547,233,27,2
cfr,2004,25,2547,233,27,2
cfr,2005,25,2679,237,27,2
cfr,2006,25,2809,237,26,4
cfr,2007,25,2814,237,26,4
cfr,2008,25,2895,237,27,4
cfr,2009,25,3029,241,27,4
cfr,2010,25,3022,239,27,4
cfr,2011,25,3024,239,31,4
cfr,2012,25,2953,239,31,4
cfr,2013,25,3322,238,28,4
cfr,2014,25,3333,238,28,4
cfr,2015,25,3330,238,28,4
cfr,2016,25,3178,225,30,4
cfr,2017,25,3492,238,27,3
cfr,2018,25,3481,238,27,3
cfr,2019,25,3478,237,27,3
cfr,2020,25,3290,224,25,2
cfr,1997,26,25966,2441,93,10
cfr,1998,26,66633,3965,132,17
cfr,1999,26,77894,4660,182,19
cfr,2000,26,70956,4205,185,10
cfr,2001,26,93621,5801,237,22
cfr,2002,26,94262,5845,238,22
cfr,2003,26,104955,6674,263,24
cfr,2004,26,107614,6818,267,25
cfr,2005,26,104070,6647,274,26
cfr,2006,26,111225,6977,281,26
cfr,2007,26,115106,7080,296,26
cfr,2008,26,112276,6613,165,25
cfr,2009,26,132322,8027,375,35
cfr,2010,26,120508,7176,305,28
cfr,2011,26,121565,7235,303,29
cfr,2012,26,122350,7271,298,29
cfr,2013,26,124528,7337,303,29
cfr,2014,26,128828,7478,182,29
cfr,2015,26,129989,7508,187,27
cfr,2016,26,131497,7610,186,28
cfr,2017,26,135663,7690,196,28
