family,year,statute,regulation,total
962,2003,992,0,992
962,2004,992,0,992
962,2005,992,0,992
963,2002,0,991,991
964,2011,0,986,986
964,2012,0,986,986
964,2013,0,986,986
965,1998,0,986,986
966,1998,985,0,985
966,1999,985,0,985
966,2000,985,0,985
966,2001,985,0,985
966,2002,985,0,985
966,2003,985,0,985
966,2004,985,0,985
966,2005,985,0,985
966,2006,985,0,985
966,2007,985,0,985
966,2008,985,0,985
966,2009,985,0,985
966,2010,985,0,985
966,2011,985,0,985
966,2012,985,0,985
966,2013,985,0,985
966,2014,985,0,985
966,2015,985,0,985
966,2016,985,0,985
966,2017,985,0,985
966,2018,985,0,985
966,2019,985,0,985
967,1998,0,985,985
967,1999,0,985,985
967,2000,0,985,985
967,2001,0,985,985
967,2002,0,985,985
967,2003,0,985,985
967,2004,0,985,985
967,2005,0,985,985
968,2005,0,982,982
968,2006,0,982,982
968,2007,0,982,982
968,2008,0,982,982
968,2009,0,982,982
968,2010,0,982,982
968,2011,0,982,982
968,2012,0,982,982
968,2013,0,982,982
968,2014,0,982,982
968,2015,0,982,982
968,2016,0,982,982
968,2017,0,982,982
968,2018,0,982,982
968,2019,0,982,982
969,2009,980,0,980
969,2010,980,0,980
969,2011,980,0,980
969,2012,952,0,952
969,2013,956,0,956
969,2014,956,0,956
969,2015,959,0,959
969,2016,959,0,959
970,2005,0,979,979
970,2006,0,979,979
970,2007,0,979,979
970,2008,0,979,979
970,2009,0,979,979
970,2010,0,979,979
970,2011,0,979,979
970,2012,0,979,979
970,2013,0,979,979
971,1998,0,978,978
971,1999,0,978,978
971,2000,0,978,978
971,2001,0,978,978
971,2002,0,978,978
971,2003,0,978,978
971,2004,0,978,978
971,2005,0,978,978
971,2006,0,978,978
971,2007,0,978,978
972,1998,976,0,976
972,1999,976,0,976
972,2000,976,0,976
972,2001,976,0,976
972,2002,976,0,976
972,2003,976,0,976
972,2004,976,0,976
972,2005,976,0,976
973,2004,0,976,976
974,2005,0,974,974
974,2006,0,974,974
974,2007,0,974,974
974,2008,0,974,974
974,2009,0,974,974
975,2005,0,973,973
976,1999,0,960,960
976,2000,0,973,973
977,2017,971,0,971
977,2018,971,0,971
977,2019,971,0,971
978,2005,0,968,968
978,2006,0,968,968
978,2007,0,968,968
978,2008,0,968,968
978,2009,0,968,968
978,2010,0,968,968
978,2011,0,968,968
978,2012,0,968,968
978,2013,0,968,968
979,1998,0,968,968
979,1999,0,968,968
979,2000,0,968,968
980,1998,819,147,966
980,1999,819,147,966
980,2000,819,147,966
980,2001,819,147,966
980,2002,819,147,966
980,2003,819,147,966
980,2004,819,147,966
980,2005,819,147,966
981,2005,0,965,965
981,2006,0,965,965
981,2007,0,965,965
981,2008,0,965,965
981,2009,0,965,965
981,2010,0,965,965
981,2011,0,965,965
981,2012,0,965,965
981,2013,0,965,965
981,2014,0,965,965
981,2015,0,965,965
981,2016,0,965,965
982,2013,0,964,964
982,2014,0,964,964
982,2015,0,964,964
982,2016,0,964,964
982,2017,0,964,964
982,2018,0,964,964
983,2005,0,964,964
983,2006,0,964,964
983,2007,0,964,964
983,2008,0,964,964
983,2009,0,964,964
983,2010,0,964,964
984,2003,0,964,964
984,2004,0,964,964
984,2005,0,964,964
985,1998,0,963,963
985,1999,0,963,963
986,2007,0,962,962
987,1999,961,0,961
987,2000,961,0,961
987,2001,961,0,961
988,1998,0,960,960
988,1999,0,960,960
988,2000,0,960,960
988,2001,0,936,936
988,2002,0,936,936
988,2003,0,936,936
988,2004,0,936,936
988,2005,0,936,936
988,2006,0,936,936
988,2007,0,936,936
988,2008,0,936,936
988,2009,0,936,936
988,2010,0,936,936
988,2011,0,936,936
988,2012,0,936,936
988,2013,0,936,936
988,2014,0,936,936
988,2015,0,936,936
989,2005,0,959,959
989,2006,0,959,959
989,2007,0,959,959
989,2008,0,959,959
989,2009,0,959,959
989,2010,0,959,959
989,2011,0,959,959
989,2012,0,959,959
989,2013,0,959,959
989,2014,0,959,959
989,2015,0,959,959
989,2016,0,959,959
989,2017,0,959,959
989,2018,0,959,959
989,2019,0,959,959
990,2005,0,959,959
990,2006,0,959,959
990,2007,0,959,959
990,2008,0,959,959
990,2009,0,959,959
990,2010,0,959,959
990,2011,0,959,959
990,2012,0,959,959
990,2013,0,959,959
990,2014,0,959,959
990,2015,0,959,959
990,2016,0,959,959
990,2017,0,959,959
990,2018,0,959,959
990,2019,0,959,959
991,2012,959,0,959
991,2013,959,0,959
991,2014,959,0,959
992,2006,959,0,959
992,2007,959,0,959
992,2008,959,0,959
993,2005,0,957,957
993,2006,0,957,957
993,2007,0,957,957
993,2008,0,957,957
993,2009,0,957,957
993,2010,0,957,957
993,2011,0,957,957
993,2012,0,957,957
993,2013,0,957,957
993,2014,0,957,957
993,2015,0,957,957
993,2016,0,957,957
993,2017,0,957,957
993,2018,0,957,957
993,2019,0,957,957
994,2005,0,957,957
994,2006,0,957,957
994,2007,0,957,957
994,2008,0,957,957
995,2007,795,161,956
995,2008,795,161,956
995,2009,795,161,956
995,2010,0,196,196
996,2005,0,956,956
996,2006,0,956,956
996,2007,0,956,956
997,2005,0,955,955
997,2006,0,955,955
997,2007,0,955,955
997,2008,0,955,955
997,2009,0,955,955
997,2010,0,955,955
997,2011,0,955,955
997,2012,0,955,955
997,2013,0,955,955
997,2014,0,955,955
997,2015,0,955,955
997,2016,0,955,955
997,2017,0,955,955
997,2018,0,955,955
997,2019,0,955,955
998,2006,0,953,953
998,2007,0,953,953
998,2008,0,953,953
998,2009,0,953,953
998,2010,0,953,953
998,2011,0,953,953
998,2012,0,953,953
998,2013,0,953,953
998,2014,0,953,953
998,2015,0,953,953
998,2016,0,953,953
998,2017,0,953,953
998,2018,0,953,953
998,2019,0,953,953
999,1998,0,950,950
999,1999,0,950,950
999,2000,0,950,950
1000,2005,0,948,948
1000,2006,0,948,948
1000,2007,0,948,948
1000,2008,0,948,948
1000,2009,0,948,948
1001,2005,0,948,948
1002,2005,0,943,943
1002,2006,0,943,943
1002,2007,0,943,943
1002,2008,0,943,943
1002,2009,0,943,943
1002,2010,0,943,943
1003,1998,0,936,936
1003,1999,0,936,936
1003,2000,0,936,936
1003,2001,0,936,936
1003,2002,0,936,936
1003,2003,0,936,936
1003,2004,0,936,936
1003,2005,0,942,942
1004,1998,0,941,941
1004,1999,0,941,941
1004,2000,0,941,941
1004,2001,0,941,941
1005,2007,642,298,940
1006,2005,0,937,937
1006,2006,0,937,937
1006,2007,0,937,937
1006,2008,0,937,937
1006,2009,0,937,937
1007,2008,0,937,937
1007,2009,0,937,937
1008,2002,0,935,935
1008,2003,0,935,935
1009,2007,0,931,931
1010,2005,0,930,930
1010,2006,0,930,930
1010,2007,0,930,930
1010,2008,0,930,930
1010,2009,0,930,930
1011,2005,0,929,929
1011,2006,0,929,929
1011,2007,0,929,929
1011,2008,0,929,929
1011,2009,0,929,929
1011,2010,0,929,929
1011,2011,0,929,929
1012,1998,0,915,915
1012,1999,0,915,915
1012,2000,0,921,921
1013,2005,0,920,920
1013,2006,0,920,920
1013,2007,0,920,920
1013,2008,0,920,920
1013,2009,0,920,920
1013,2010,0,920,920
1013,2011,0,920,920
1013,2012,0,920,920
1013,2013,0,920,920
1013,2014,0,920,920
1013,2015,0,920,920
1013,2016,0,920,920
1013,2017,0,920,920
1013,2018,0,920,920
1013,2019,0,920,920
1014,1998,0,813,813
1014,1999,0,920,920
1014,2000,0,920,920
1015,1998,0,920,920
1016,2017,917,0,917
1016,2018,917,0,917
1016,2019,884,0,884
1017,2015,917,0,917
1018,2005,0,916,916
1019,2001,149,766,915
1019,2002,149,766,915
1019,2003,149,766,915
1019,2004,149,766,915
1019,2005,149,766,915
1020,2005,0,845,845
1020,2006,0,842,842
1020,2007,0,914,914
1020,2008,0,914,914
1020,2009,0,914,914
1020,2010,0,914,914
1021,1998,0,914,914
1021,1999,0,914,914
1021,2000,0,914,914
1021,2001,0,914,914
1021,2002,0,914,914
1021,2003,0,914,914
1021,2004,0,914,914
1021,2005,0,914,914
1022,2005,0,913,913
1022,2006,0,913,913
1022,2007,0,913,913
1022,2008,0,913,913
1022,2009,0,913,913
1022,2010,0,913,913
1022,2011,0,913,913
1022,2012,0,913,913
1022,2013,0,913,913
1022,2014,0,913,913
1022,2015,0,913,913
1022,2016,0,913,913
1022,2017,0,913,913
1022,2018,0,913,913
1022,2019,0,913,913
1023,2013,911,0,911
1024,1998,910,0,910
1024,1999,910,0,910
1024,2000,910,0,910
1024,2001,910,0,910
1024,2002,910,0,910
1024,2003,910,0,910
1024,2004,910,0,910
1024,2005,910,0,910
1024,2006,910,0,910
1024,2007,910,0,910
1024,2008,910,0,910
1024,2009,910,0,910
1024,2010,910,0,910
1024,2011,910,0,910
1024,2012,910,0,910
1024,2013,910,0,910
1024,2014,910,0,910
1024,2015,910,0,910
1024,2016,910,0,910
1024,2017,910,0,910
1024,2018,910,0,910
1024,2019,910,0,910
1025,1998,0,910,910
1025,1999,0,910,910
1025,2000,0,910,910
1025,2001,0,910,910
1025,2002,0,910,910
1026,2005,0,907,907
1026,2006,0,907,907
1026,2007,0,907,907
1026,2008,0,907,907
1026,2009,0,907,907
1026,2010,0,907,907
1026,2011,0,907,907
1026,2012,0,907,907
1026,2013,0,907,907
1026,2014,0,907,907
1026,2015,0,907,907
1026,2016,0,907,907
1026,2017,0,907,907
1026,2018,0,907,907
1026,2019,0,907,907
1027,2005,0,906,906
1027,2006,0,906,906
1027,2007,0,906,906
1027,2008,0,906,906
1027,2009,0,906,906
1027,2010,0,906,906
1027,2011,0,906,906
1027,2012,0,906,906
1027,2013,0,906,906
1028,2003,608,298,906
1028,2004,608,298,906
1029,2005,0,905,905
1029,2006,0,905,905
1029,2007,0,905,905
1029,2008,0,905,905
1029,2009,0,905,905
1029,2010,0,905,905
1029,2011,0,905,905
1029,2012,0,905,905
1029,2013,0,905,905
1029,2014,0,905,905
1029,2015,0,905,905
1029,2016,0,905,905
1029,2017,0,905,905
1029,2018,0,905,905
1029,2019,0,905,905
1030,2012,903,0,903
1030,2013,903,0,903
1030,2014,903,0,903
1030,2015,903,0,903
1030,2016,903,0,903
1030,2017,903,0,903
1030,2018,903,0,903
1030,2019,903,0,903
1031,1999,0,902,902
1031,2000,0,903,903
1031,2001,0,903,903
1031,2002,0,903,903
1031,2003,0,903,903
1032,2003,0,900,900
1033,2005,0,898,898
1033,2006,0,898,898
1033,2007,0,898,898
1033,2008,0,898,898
1033,2009,0,898,898
1033,2010,0,898,898
1033,2011,0,898,898
1033,2012,0,898,898
1033,2013,0,898,898
1034,1998,309,523,832
1034,1999,309,523,832
1034,2000,309,523,832
1034,2001,309,523,832
1034,2002,308,511,819
1034,2003,308,511,819
1034,2004,308,511,819
1034,2005,308,511,819
1034,2006,308,511,819
1034,2007,308,511,819
1034,2008,308,511,819
1034,2009,308,511,819
1034,2010,308,511,819
1034,2011,308,511,819
1034,2012,308,511,819
1034,2013,308,511,819
1034,2014,308,511,819
1034,2015,308,511,819
1034,2016,308,511,819
1034,2017,335,540,875
1034,2018,335,562,897
1034,2019,335,562,897
1035,2002,896,0,896
1035,2003,896,0,896
1035,2004,896,0,896
1035,2005,896,0,896
1036,1998,893,0,893
1036,1999,893,0,893
1036,2000,893,0,893
1036,2001,893,0,893
1036,2002,893,0,893
1036,2003,893,0,893
1036,2004,893,0,893
1036,2005,893,0,893
1036,2006,893,0,893
1036,2007,893,0,893
1036,2008,893,0,893
1036,2009,893,0,893
1036,2010,893,0,893
1036,2011,893,0,893
1036,2012,893,0,893
1036,2013,893,0,893
1036,2014,893,0,893
1036,2015,893,0,893
1036,2016,893,0,893
1036,2017,893,0,893
1036,2018,893,0,893
1036,2019,893,0,893
1037,2005,0,891,891
1037,2006,0,891,891
1037,2007,0,891,891
1037,2008,0,891,891
1037,2009,0,891,891
1037,2010,0,891,891
1037,2011,0,891,891
1037,2012,0,891,891
1037,2013,0,891,891
1037,2014,0,891,891
1037,2015,0,891,891
1037,2016,0,891,891
1037,2017,0,891,891
1037,2018,0,891,891
1037,2019,0,891,891
1038,1998,891,0,891
1038,1999,891,0,891
1039,2005,0,886,886
1039,2006,0,886,886
1039,2007,0,886,886
1039,2008,0,886,886
1039,2009,0,886,886
1039,2010,0,886,886
1039,2011,0,886,886
1039,2012,0,886,886
1039,2013,0,886,886
1039,2014,0,886,886
1039,2015,0,886,886
1039,2016,0,886,886
1039,2017,0,886,886
1039,2018,0,886,886
1039,2019,0,886,886
1040,2005,0,881,881
1040,2006,0,881,881
1040,2007,0,881,881
1040,2008,0,881,881
1040,2009,0,881,881
1040,2010,0,881,881
1040,2011,0,881,881
1040,2012,0,881,881
1040,2013,0,881,881
1040,2014,0,881,881
1040,2015,0,881,881
1040,2016,0,881,881
1040,2017,0,881,881
1040,2018,0,881,881
1040,2019,0,881,881
1041,1998,0,880,880
1042,2011,879,0,879
1043,2009,877,0,877
1043,2010,877,0,877
1043,2011,877,0,877
1043,2012,877,0,877
1043,2013,877,0,877
1043,2014,877,0,877
1043,2015,877,0,877
1043,2016,877,0,877
1043,2017,877,0,877
1043,2018,877,0,877
1043,2019,877,0,877
1044,2005,0,876,876
1044,2006,0,876,876
1044,2007,0,876,876
1044,2008,0,876,876
1044,2009,0,876,876
1044,2010,0,876,876
1044,2011,0,876,876
1044,2012,0,876,876
1044,2013,0,876,876
1044,2014,0,876,876
1044,2015,0,876,876
1044,2016,0,876,876
1044,2017,0,876,876
1044,2018,0,876,876
1044,2019,0,876,876
1045,2000,876,0,876
1045,2001,876,0,876
1045,2002,876,0,876
1045,2003,876,0,876
1045,2004,876,0,876
1045,2005,876,0,876
1045,2006,876,0,876
1045,2007,876,0,876
1045,2008,876,0,876
1045,2009,876,0,876
1045,2010,876,0,876
1045,2011,876,0,876
1045,2012,876,0,876
1045,2013,876,0,876
1045,2014,876,0,876
1045,2015,876,0,876
1045,2016,876,0,876
1045,2017,876,0,876
1045,2018,876,0,876
1045,2019,876,0,876
1046,2013,382,0,382
1046,2014,382,0,382
1046,2015,382,0,382
1046,2016,382,0,382
1046,2017,876,0,876
1046,2018,876,0,876
1046,2019,876,0,876
1047,2005,0,876,876
1047,2006,0,876,876
1047,2007,0,876,876
1047,2008,0,876,876
1047,2009,0,876,876
1047,2010,0,876,876
1047,2011,0,876,876
1047,2012,0,876,876
1048,2005,0,875,875
1048,2006,0,875,875
1048,2007,0,875,875
1048,2008,0,875,875
1048,2009,0,875,875
1048,2010,0,875,875
1048,2011,0,875,875
1048,2012,0,875,875
1048,2013,0,875,875
1048,2014,0,875,875
1048,2015,0,875,875
1048,2016,0,875,875
1048,2017,0,875,875
1048,2018,0,875,875
1048,2019,0,875,875
1049,2005,0,872,872
1050,2019,0,869,869
1051,2005,0,869,869
1051,2006,0,869,869
1051,2007,0,869,869
1051,2008,0,869,869
1051,2009,0,869,869
1051,2010,0,869,869
1051,2011,0,869,869
1051,2012,0,869,869
1051,2013,0,869,869
1051,2014,0,869,869
1051,2015,0,869,869
1051,2016,0,869,869
1051,2017,0,869,869
1051,2018,0,869,869
1051,2019,0,869,869
1052,1998,868,0,868
1053,2005,0,866,866
1053,2006,0,866,866
1053,2007,0,866,866
1053,2008,0,866,866
1053,2009,0,866,866
1053,2010,0,866,866
1053,2011,0,866,866
1053,2012,0,866,866
1053,2013,0,866,866
1053,2014,0,866,866
1053,2015,0,866,866
1053,2016,0,866,866
1053,2017,0,866,866
1053,2018,0,866,866
1053,2019,0,866,866
1054,2009,862,0,862
1055,2014,861,0,861
1055,2015,858,0,858
1055,2016,858,0,858
1056,2005,0,861,861
1056,2006,0,861,861
1056,2007,0,861,861
1056,2008,0,861,861
1056,2009,0,861,861
1057,2005,0,860,860
1057,2006,0,860,860
1057,2007,0,860,860
1057,2008,0,860,860
1057,2009,0,860,860
1057,2010,0,860,860
1057,2011,0,860,860
1057,2012,0,860,860
1057,2013,0,860,860
1057,2014,0,860,860
1057,2015,0,860,860
1057,2016,0,860,860
1058,2005,0,860,860
1058,2006,0,860,860
1058,2007,0,860,860
1058,2008,0,860,860
1058,2009,0,860,860
1058,2010,0,860,860
1058,2011,0,860,860
1058,2012,0,860,860
1059,1998,0,857,857
1059,1999,0,857,857
1059,2000,0,857,857
1059,2001,0,857,857
1059,2002,0,857,857
1059,2003,0,857,857
1059,2004,0,857,857
1059,2005,0,857,857
1059,2006,0,857,857
1059,2007,0,857,857
1060,1998,854,0,854
1060,1999,854,0,854
1060,2000,854,0,854
1060,2001,854,0,854
1060,2002,854,0,854
1060,2003,854,0,854
1060,2004,854,0,854
1060,2005,854,0,854
1060,2006,854,0,854
1060,2007,854,0,854
1060,2008,854,0,854
1060,2009,854,0,854
1060,2010,854,0,854
1060,2011,854,0,854
1060,2012,854,0,854
1060,2013,854,0,854
1060,2014,854,0,854
1060,2015,855,0,855
1060,2016,855,0,855
1060,2017,855,0,855
1060,2018,855,0,855
1060,2019,855,0,855
1061,1998,0,853,853
1061,1999,0,853,853
1061,2000,0,853,853
1061,2001,0,853,853
1061,2002,0,853,853
1061,2003,0,853,853
1061,2004,0,853,853
1061,2005,0,853,853
1062,2015,0,852,852
1063,1998,464,385,849
1063,1999,464,385,849
1063,2000,464,385,849
1063,2001,464,385,849
1063,2002,463,385,848
1063,2003,463,385,848
1063,2004,463,385,848
1063,2005,463,385,848
1063,2006,410,385,795
1063,2007,410,385,795
1063,2008,444,385,829
1063,2009,444,292,736
1063,2010,448,292,740
1063,2011,448,292,740
1063,2012,448,292,740
1063,2013,448,292,740
1063,2014,448,292,740
1063,2015,446,292,738
1063,2016,446,292,738
1063,2017,446,292,738
1063,2018,446,292,738
1063,2019,446,292,738
1064,2012,0,843,843
1064,2013,0,843,843
1064,2014,0,843,843
1065,2013,840,0,840
1065,2014,840,0,840
1065,2015,840,0,840
1065,2016,840,0,840
1065,2017,840,0,840
1065,2018,840,0,840
1065,2019,840,0,840
1066,1998,838,0,838
1066,1999,838,0,838
1066,2000,838,0,838
1066,2001,838,0,838
1066,2002,838,0,838
1066,2003,838,0,838
1066,2004,838,0,838
1066,2005,838,0,838
1066,2006,838,0,838
1066,2007,838,0,838
1066,2008,838,0,838
1066,2009,838,0,838
1066,2010,838,0,838
1066,2011,838,0,838
1066,2012,838,0,838
1066,2013,838,0,838
1066,2014,838,0,838
1066,2015,838,0,838
1067,2004,0,838,838
1067,2005,0,838,838
1067,2006,0,838,838
1067,2007,0,838,838
1067,2008,0,838,838
1068,1998,836,0,836
1068,1999,836,0,836
1068,2000,836,0,836
1068,2001,836,0,836
1068,2002,836,0,836
1068,2003,836,0,836
1068,2004,836,0,836
1068,2005,836,0,836
1068,2006,836,0,836
1068,2007,836,0,836
1068,2008,836,0,836
1068,2009,836,0,836
1068,2010,836,0,836
1069,2008,0,836,836
1070,1998,0,834,834
1070,1999,0,834,834
1070,2000,0,834,834
1070,2001,0,834,834
1071,2005,0,830,830
1071,2006,0,830,830
1071,2007,0,830,830
1071,2008,0,830,830
1071,2009,0,830,830
1071,2010,0,830,830
1071,2011,0,830,830
1071,2012,0,830,830
1071,2013,0,830,830
1071,2014,0,830,830
1071,2015,0,830,830
1071,2016,0,830,830
1071,2017,0,830,830
1071,2018,0,830,830
1071,2019,0,830,830
1072,2002,825,0,825
1072,2003,825,0,825
1072,2004,825,0,825
1072,2005,825,0,825
1072,2006,825,0,825
1072,2007,825,0,825
1072,2008,825,0,825
1072,2009,825,0,825
1072,2010,825,0,825
1072,2011,825,0,825
1072,2012,825,0,825
1072,2013,825,0,825
1072,2014,825,0,825
1072,2015,825,0,825
1072,2016,825,0,825
1072,2017,825,0,825
1072,2018,825,0,825
1072,2019,825,0,825
1073,2015,0,824,824
1073,2016,0,824,824
1073,2017,0,824,824
1073,2018,0,824,824
1073,2019,0,824,824
1074,1998,0,824,824
1074,1999,0,824,824
1074,2000,0,824,824
1074,2001,0,824,824
1074,2002,0,824,824
1074,2003,0,824,824
1074,2004,0,824,824
1074,2005,0,824,824
1074,2006,0,824,824
1074,2007,0,824,824
1074,2008,0,824,824
1074,2009,0,824,824
1074,2010,0,824,824
1074,2011,0,824,824
1074,2012,0,824,824
1074,2013,0,824,824
1074,2014,0,824,824
1074,2015,0,824,824
1075,2016,0,821,821
1075,2017,0,823,823
1075,2018,0,823,823
1075,2019,0,823,823
1076,2009,821,0,821
1076,2010,821,0,821
1076,2011,821,0,821
1076,2012,821,0,821
1076,2013,821,0,821
1076,2014,821,0,821
1076,2015,821,0,821
1076,2016,821,0,821
1076,2017,821,0,821
1076,2018,821,0,821
1076,2019,821,0,821
1077,2005,0,821,821
1077,2006,0,821,821
1077,2007,0,821,821
1077,2008,0,821,821
1077,2009,0,821,821
1077,2010,0,821,821
1077,2011,0,821,821
1077,2012,0,821,821
1078,2013,0,818,818
1079,1998,0,817,817
1079,1999,0,817,817
1079,2000,0,817,817
1079,2001,0,817,817
1079,2002,0,817,817
1079,2003,0,817,817
1079,2004,0,817,817
1079,2005,0,817,817
1080,2004,815,0,815
1080,2005,815,0,815
1081,1998,813,0,813
1081,1999,813,0,813
1082,1998,0,812,812
1082,1999,0,812,812
1082,2000,0,812,812
1082,2001,0,812,812
1082,2002,0,812,812
1082,2003,0,812,812
1082,2004,0,812,812
1082,2005,0,812,812
1083,1998,808,0,808
1083,1999,808,0,808
1083,2000,808,0,808
1083,2001,808,0,808
1083,2002,808,0,808
1083,2003,808,0,808
1083,2004,808,0,808
1083,2005,808,0,808
1083,2006,808,0,808
1083,2007,808,0,808
1083,2008,808,0,808
1083,2009,808,0,808
1083,2010,808,0,808
1083,2011,808,0,808
1083,2012,808,0,808
1083,2013,808,0,808
1083,2014,808,0,808
1083,2015,808,0,808
1083,2016,808,0,808
1083,2017,808,0,808
1083,2018,808,0,808
1083,2019,808,0,808
1084,1998,0,802,802
1084,1999,0,802,802
1084,2000,0,802,802
1084,2001,0,802,802
1084,2002,0,802,802
1084,2003,0,802,802
1084,2004,0,802,802
1084,2005,0,802,802
1085,1998,0,797,797
1085,1999,0,797,797
1085,2000,0,797,797
1085,2001,0,797,797
1085,2002,0,797,797
1085,2003,0,797,797
1085,2004,0,797,797
1085,2005,0,797,797
1085,2006,0,797,797
1085,2007,0,797,797
1085,2008,0,797,797
1085,2009,0,801,801
1085,2010,0,801,801
1085,2011,0,801,801
1085,2012,0,801,801
1085,2013,0,801,801
1085,2014,0,801,801
1085,2015,0,801,801
1085,2016,0,801,801
1085,2017,0,801,801
1085,2018,0,801,801
1085,2019,0,801,801
1086,1998,769,0,769
1086,1999,769,0,769
1086,2000,769,0,769
1086,2001,797,0,797
1086,2002,797,0,797
1086,2003,797,0,797
1086,2004,797,0,797
1086,2005,797,0,797
1086,2006,797,0,797
1086,2007,797,0,797
1086,2008,797,0,797
1086,2009,797,0,797
1086,2010,797,0,797
1086,2011,797,0,797
1086,2012,797,0,797
1086,2013,797,0,797
1086,2014,797,0,797
1086,2015,797,0,797
1086,2016,797,0,797
1086,2017,797,0,797
1086,2018,797,0,797
1086,2019,797,0,797
1087,1998,0,797,797
1087,1999,0,797,797
1088,2018,0,796,796
1088,2019,0,796,796
1089,2016,0,796,796
1090,2013,0,796,796
1090,2014,0,796,796
1091,1998,0,796,796
1091,1999,0,796,796
1091,2000,0,796,796
1092,2018,794,0,794
1092,2019,765,0,765
1093,2010,789,0,789
1093,2011,789,0,789
1093,2012,789,0,789
1094,1998,0,789,789
1095,2016,0,723,723
1095,2017,0,788,788
1095,2018,0,788,788
1096,2000,785,0,785
1096,2001,785,0,785
1096,2002,785,0,785
1096,2003,785,0,785
1096,2004,785,0,785
1096,2005,785,0,785
1096,2006,785,0,785
1096,2007,785,0,785
1096,2008,785,0,785
1096,2009,746,0,746
1096,2010,746,0,746
1096,2011,746,0,746
1096,2012,746,0,746
1096,2013,746,0,746
1096,2014,746,0,746
1096,2015,746,0,746
1096,2016,746,0,746
1096,2017,748,0,748
1096,2018,748,0,748
1096,2019,748,0,748
1097,1998,0,783,783
1097,1999,0,783,783
1097,2000,0,783,783
1097,2001,0,783,783
1097,2002,0,783,783
1097,2003,0,783,783
1097,2004,0,783,783
1097,2005,0,783,783
1097,2006,0,783,783
1097,2007,0,783,783
1097,2008,0,783,783
1097,2009,0,783,783
1097,2010,0,783,783
1097,2011,0,783,783
1097,2012,0,783,783
1097,2013,0,783,783
1097,2014,0,783,783
1097,2015,0,783,783
1097,2016,0,783,783
1097,2017,0,783,783
1097,2018,0,783,783
1097,2019,0,783,783
1098,1998,0,782,782
1098,1999,0,782,782
1098,2000,0,782,782
1099,2005,0,781,781
1099,2006,0,781,781
1099,2007,0,781,781
1099,2008,0,781,781
1099,2009,0,781,781
1099,2010,0,781,781
1099,2011,0,781,781
1099,2012,0,781,781
1099,2013,0,781,781
1099,2014,0,781,781
1099,2015,0,781,781
1099,2016,0,781,781
1099,2017,0,781,781
1100,1998,745,0,745
1100,1999,745,0,745
1100,2000,745,0,745
1100,2001,780,0,780
1100,2002,780,0,780
1100,2003,780,0,780
1100,2004,780,0,780
1100,2005,780,0,780
1100,2006,780,0,780
1100,2007,780,0,780
1100,2008,780,0,780
1100,2009,780,0,780
1100,2010,780,0,780
1100,2011,780,0,780
1100,2012,780,0,780
1100,2013,780,0,780
1100,2014,780,0,780
1100,2015,780,0,780
1100,2016,780,0,780
1100,2017,780,0,780
1100,2018,780,0,780
1100,2019,780,0,780
1101,2013,696,0,696
1101,2014,696,0,696
1101,2015,696,0,696
1101,2016,696,0,696
1101,2017,780,0,780
1101,2018,780,0,780
1101,2019,780,0,780
1102,2019,0,775,775
1103,2016,0,774,774
1103,2017,0,774,774
1104,2007,426,345,771
1104,2008,426,345,771
1104,2009,426,345,771
1104,2010,426,345,771
1104,2011,426,345,771
1104,2012,426,345,771
1104,2013,426,345,771
1104,2014,426,345,771
1104,2015,426,345,771
1104,2016,426,346,772
1104,2017,426,346,772
1104,2018,426,346,772
1104,2019,426,346,772
1105,2009,0,771,771
1105,2010,0,771,771
1105,2011,0,771,771
1105,2012,0,771,771
1106,1998,768,0,768
1106,1999,768,0,768
1106,2000,768,0,768
1106,2001,768,0,768
1106,2002,768,0,768
1106,2003,768,0,768
1106,2004,768,0,768
1106,2005,768,0,768
1107,2019,0,767,767
1108,2016,0,241,241
1108,2017,0,241,241
1108,2018,0,767,767
1109,1998,0,767,767
1109,1999,0,767,767
1109,2000,0,767,767
1109,2001,0,673,673
1109,2002,0,673,673
1109,2003,0,688,688
1109,2004,0,688,688
1109,2005,0,686,686
1109,2006,0,686,686
1109,2007,0,686,686
1109,2008,0,686,686
1110,1998,0,764,764
1110,1999,0,764,764
1110,2000,0,764,764
1110,2001,0,764,764
1110,2002,0,764,764
1110,2003,0,764,764
1110,2004,0,764,764
1110,2005,0,764,764
1110,2006,0,764,764
1110,2007,0,764,764
1110,2008,0,764,764
1110,2009,0,764,764
1110,2010,0,764,764
1110,2011,0,764,764
1110,2012,0,764,764
1110,2013,0,764,764
1110,2014,0,764,764
1110,2015,0,764,764
1110,2016,0,764,764
1110,2017,0,764,764
1110,2018,0,764,764
1110,2019,0,764,764
1111,2002,0,763,763
1111,2003,0,763,763
1111,2004,0,763,763
1111,2005,0,763,763
1111,2006,0,763,763
1111,2007,0,763,763
1111,2008,0,763,763
1111,2009,0,756,756
1111,2010,0,756,756
1111,2011,0,756,756
1112,1998,0,762,762
1113,1998,760,0,760
1113,1999,760,0,760
1113,2000,760,0,760
1113,2001,760,0,760
1113,2002,760,0,760
1113,2003,760,0,760
1113,2004,760,0,760
1114,2015,0,759,759
1115,1998,0,708,708
1115,1999,0,708,708
1115,2000,0,708,708
1115,2001,0,708,708
1115,2002,0,708,708
1115,2003,0,708,708
1115,2004,0,708,708
1115,2005,0,750,750
1115,2006,0,750,750
