key,type,document_type,heading,law_name,tokens_n,tokens_unique,max_leaf_tokens,items_n,seqitems_n,subseqitems_n,self_loops_n,reliance_n,responsibility_n,reliance_diversity_n,responsibility_diversity_n
BJNR006590991_LwMstrPrV_20081104_000001,document,regulation,Verordnung über die Anforderungen in der Meisterprüfung für den Beruf Landwirt/Landwirtin,Verordnung über die Anforderungen in der Meisterprüfung für den Beruf Landwirt/Landwirtin,2031,734,255,0,11,29,11,6,0,3,0
BJNR012950968_SchRGÄndG_99999999_000001,document,statute,"Gesetz zur Änderung des Gesetzes über Rechte an eingetragenen Schiffen und Schiffsbauwerken, der Schiffsregisterordnung und des Gesetzes über die Zwangsversteigerung und die Zwangsverwaltung","Gesetz zur Änderung des Gesetzes über Rechte an eingetragenen Schiffen und Schiffsbauwerken, der Schiffsregisterordnung und des Gesetzes über die Zwangsversteigerung und die Zwangsverwaltung",101,78,37,0,3,2,0,0,0,0,0
BJNR001560991_KSVEntgV_99999999_000001,document,regulation,Künstlersozialversicherungs-Entgeltverordnung,Künstlersozialversicherungs-Entgeltverordnung,147,101,79,0,3,0,0,2,0,2,0
BJNR515200951_WoEigVfg_20131008_000001,document,regulation,Verordnung über die Anlegung und Führung der Wohnungs- und Teileigentumsgrundbücher,Verordnung über die Anlegung und Führung der Wohnungs- und Teileigentumsgrundbücher,901,364,111,0,11,12,11,11,0,3,0
BJNR016130920_Neckar-MainG_20060930_000001,document,statute,Gesetz über die Enteignung von Grundeigentum und über die Beitragsleistung bei der Kanalisierung des Neckars von Mannheim bis Plochingen und des Mains von Aschaffenburg bis Bamberg sowie zum Ausbau der Donau von Passau bis Kelheim,Gesetz über die Enteignung von Grundeigentum und über die Beitragsleistung bei der Kanalisierung des Neckars von Mannheim bis Plochingen und des Mains von Aschaffenburg bis Bamberg sowie zum Ausbau der Donau von Passau bis Kelheim,372,223,112,0,7,6,0,0,0,0,0
BJNR191200997_KlaCbMstrV_20200331_000001,document,regulation,Verordnung über das Berufsbild und über die Prüfungsanforderungen im praktischen und im fachtheoretischen Teil der Meisterprüfung für das Klavier- und Cembalobauer-Handwerk,Verordnung über das Berufsbild und über die Prüfungsanforderungen im praktischen und im fachtheoretischen Teil der Meisterprüfung für das Klavier- und Cembalobauer-Handwerk,1055,479,265,3,9,17,0,2,0,1,0
BJNR027300976_EVerkSiV_20061107_000001,document,regulation,Verordnung zur Sicherstellung des Eisenbahnverkehrs,Verordnung zur Sicherstellung des Eisenbahnverkehrs,393,210,72,0,7,8,2,11,0,3,0
BJNR000010949_GG_20060831_000001,document,statute,Grundgesetz für die Bundesrepublik Deutschland,Grundgesetz für die Bundesrepublik Deutschland,18785,3833,439,14,185,425,135,0,921,0,400
BJNR000100960_ErsDiG_20030131_000001,document,statute,Gesetz über den Zivildienst der Kriegsdienstverweigerer,Gesetz über den Zivildienst der Kriegsdienstverweigerer,14832,3048,320,8,106,243,159,105,64,23,20
BJNR010130960_RAG-3_99999999_000001,document,statute,Drittes Gesetz über die Anpassung der Renten aus den gesetzlichen Rentenversicherungen aus Anlaß der Veränderung der allgemeinen Bemessungsgrundlage für das Jahr 1960,Drittes Gesetz über die Anpassung der Renten aus den gesetzlichen Rentenversicherungen aus Anlaß der Veränderung der allgemeinen Bemessungsgrundlage für das Jahr 1960,1071,420,195,0,9,14,5,2,2,1,1
BJNR314810998_BinSchStrO-1998_20021231_000001,document,regulation,Binnenschiffahrtsstraßen-Ordnung,Binnenschiffahrtsstraßen-Ordnung,49905,7125,2799,45,487,0,0,1,0,1,0
BJNR001710932_ZinsSenkDV-2_20101214_000001,document,regulation,Zweite Durchführungs- und Ergänzungsverordnung über Zinssenkung auf dem Kapitalmarkt,Zweite Durchführungs- und Ergänzungsverordnung über Zinssenkung auf dem Kapitalmarkt,0,0,0,0,0,0,0,0,0,0,0
BJNR024930989_TierZG-1989_20050630_000001,document,statute,Tierzuchtgesetz,Tierzuchtgesetz,5722,1339,351,8,32,81,94,9,25,4,7
BJNR014770976_BeamtVRÄndG_20160714_000001,document,statute,Gesetz zur Änderung beamtenversorgungsrechtlicher Vorschriften,Gesetz zur Änderung beamtenversorgungsrechtlicher Vorschriften,91,63,37,0,3,2,1,0,0,0,0
BJNR005050988_BAföG-EinkommensV_20030520_000001,document,regulation,Verordnung zur Bezeichnung der als Einkommen geltenden sonstigen Einnahmen nach § 21 Abs. 3 Nr. 4 des Bundesausbildungsförderungsgesetzes,Verordnung zur Bezeichnung der als Einkommen geltenden sonstigen Einnahmen nach § 21 Abs. 3 Nr. 4 des Bundesausbildungsförderungsgesetzes,1038,425,613,0,5,0,6,29,0,15,0
BJNR041700994_HwStatG-1994_20031127_000001,document,statute,Gesetz über Statistiken im Handwerk,Gesetz über Statistiken im Handwerk,606,281,88,0,10,11,4,5,1,1,1
BJNR001180988_ZSG10WiZustV_20060222_000001,document,regulation,Verordnung über die Zuständigkeit für die Verfolgung und Ahndung von Ordnungswidrigkeiten nach § 12 des Gesetzes über den Zivilschutz,Verordnung über die Zuständigkeit für die Verfolgung und Ahndung von Ordnungswidrigkeiten nach § 12 des Gesetzes über den Zivilschutz,78,56,42,0,3,0,0,1,0,1,0
BJNR016200999_PrüflabV_20050906_000001,document,regulation,Verordnung über die Akkreditierung von Prüflaboratorien als Voraussetzung für die Zulassung privater Gegenprobensachverständiger für die Untersuchung von Proben,Verordnung über die Akkreditierung von Prüflaboratorien als Voraussetzung für die Zulassung privater Gegenprobensachverständiger für die Untersuchung von Proben,485,221,124,0,4,7,2,1,0,1,0
BJNR020920988_EWGSichV_20040318_000001,document,regulation,Verordnung über Sicherheiten für landwirtschaftliche Erzeugnisse,Verordnung über Sicherheiten für landwirtschaftliche Erzeugnisse,615,277,92,0,10,9,6,1,0,1,0
BJNR012470978_KachOfenBAusbV_20060731_000001,document,regulation,Verordnung über die Berufsausbildung zum Kachelofen- und Luftheizungsbauer,Verordnung über die Berufsausbildung zum Kachelofen- und Luftheizungsbauer,844,435,213,0,12,11,3,1,0,1,0
BJNR029940990_AAV_20040430_000001,document,regulation,Verordnung über Aufenthaltsgenehmigungen zur Ausübung einer unselbständigen Erwerbstätigkeit,Verordnung über Aufenthaltsgenehmigungen zur Ausübung einer unselbständigen Erwerbstätigkeit,1800,600,347,0,13,24,13,3,0,2,0
BJNR706530999_SchleusV_20050630_000001,document,regulation,"Verordnung über den Betrieb der Schleusenanlagen im Bereich des Nord-Ostsee-Kanals, des Achterwehrer Schifffahrtskanals, des Gieselau-Kanals und der Eider","Verordnung über den Betrieb der Schleusenanlagen im Bereich des Nord-Ostsee-Kanals, des Achterwehrer Schifffahrtskanals, des Gieselau-Kanals und der Eider",2053,733,263,0,15,27,11,2,0,1,0
BJNR012390953_SGG_20030731_000001,document,statute,Sozialgerichtsgesetz,Sozialgerichtsgesetz,15418,2990,244,22,191,339,120,98,40,19,18
BJNR003410996_MikrozensusG-1996_20041231_000001,document,statute,Gesetz zur Durchführung einer Repräsentativstatistik über die Bevölkerung und den Arbeitsmarkt sowie die Wohnsituation der Haushalte,Gesetz zur Durchführung einer Repräsentativstatistik über die Bevölkerung und den Arbeitsmarkt sowie die Wohnsituation der Haushalte,2000,775,590,0,12,28,36,3,2,2,1
BJNR023220985_ErzUrlV_20031231_000001,document,regulation,"Verordnung über die Elternzeit für Bundesbeamtinnen, Bundesbeamte, Richterinnen und Richter des Bundes","Verordnung über die Elternzeit für Bundesbeamtinnen, Bundesbeamte, Richterinnen und Richter des Bundes",936,392,183,0,7,15,1,14,2,6,2
BJNR104920001_EmsSchOAbkErgAbkV_99999999_000001,document,regulation,Verordnung zu dem Abkommen vom 22. Dezember 1986 zwischen der Regierung der Bundesrepublik Deutschland und der Regierung des Königreichs der Niederlande über die Schifffahrtsordnung in der Emsmündung und dem Abkommen vom 5. April 2001 zur Änderung und Ergänzung des Abkommens vom 22. Dezember 1986,Verordnung zu dem Abkommen vom 22. Dezember 1986 zwischen der Regierung der Bundesrepublik Deutschland und der Regierung des Königreichs der Niederlande über die Schifffahrtsordnung in der Emsmündung und dem Abkommen vom 5. April 2001 zur Änderung und Ergänzung des Abkommens vom 22. Dezember 1986,0,0,0,0,0,0,0,0,0,0,0
BJNR001599980_WoBauÄndG-1980_20060930_000001,document,statute,Gesetz zur Änderung des Wohnungsbindungsgesetzes und des Zweiten Wohnungsbaugesetzes,Gesetz zur Änderung des Wohnungsbindungsgesetzes und des Zweiten Wohnungsbaugesetzes,896,297,590,1,4,8,0,0,0,0,0
BJNR010110977_BeamtVG-43Abs3V_20050630_000001,document,regulation,Verordnung über die einmalige Unfallentschädigung nach § 43 Abs. 3 des Beamtenversorgungsgesetzes,Verordnung über die einmalige Unfallentschädigung nach § 43 Abs. 3 des Beamtenversorgungsgesetzes,1107,464,125,0,12,17,8,6,0,1,0
BJNR002920969_VoZählG-1970_20160714_000001,document,statute,"Gesetz über eine Volks-, Berufs- und Arbeitsstättenzählung","Gesetz über eine Volks-, Berufs- und Arbeitsstättenzählung",838,446,133,0,12,11,10,0,0,0,0
BJNR001520962_SpielUBeschV_20130814_000001,document,regulation,Verordnung über das Verfahren bei der Erteilung von Unbedenklichkeitsbescheinigungen für andere Spiele im Sinne des § 33d Abs. 1 der Gewerbeordnung,Verordnung über das Verfahren bei der Erteilung von Unbedenklichkeitsbescheinigungen für andere Spiele im Sinne des § 33d Abs. 1 der Gewerbeordnung,575,277,88,0,7,8,5,3,0,3,0
BJNR014490974_HärteV_99999999_000001,document,regulation,Verordnung über Zusatzleistungen in Härtefällen nach dem Bundesausbildungsförderungsgesetz,Verordnung über Zusatzleistungen in Härtefällen nach dem Bundesausbildungsförderungsgesetz,415,224,68,0,6,8,2,1,0,1,0
BJNR289200001_FachkEinkPrV_20140402_000001,document,regulation,Verordnung über die Prüfung zum anerkannten Abschluss Geprüfter Fachkaufmann Einkauf und Logistik/Geprüfte Fachkauffrau Einkauf und Logistik,Verordnung über die Prüfung zum anerkannten Abschluss Geprüfter Fachkaufmann Einkauf und Logistik/Geprüfte Fachkauffrau Einkauf und Logistik,1471,583,86,0,12,29,9,1,0,1,0
BJNR221410998_FeV_20040331_000001,document,regulation,Verordnung über die Zulassung von Personen zum Straßenverkehr,Verordnung über die Zulassung von Personen zum Straßenverkehr,21787,3223,2173,16,78,232,289,143,25,11,6
BJNR004810968_OWiG-1968_20031227_000001,document,statute,Gesetz über Ordnungswidrigkeiten,Gesetz über Ordnungswidrigkeiten,17016,2954,448,37,143,356,192,184,414,20,232
BJNR208120979_UNSOrgVorRV-2_99999999_000001,document,regulation,Zweite Verordnung über die Gewährung von Vorrechten und Befreiungen an die Sonderorganisationen der Vereinten Nationen,Zweite Verordnung über die Gewährung von Vorrechten und Befreiungen an die Sonderorganisationen der Vereinten Nationen,274,128,72,0,4,2,1,0,0,0,0
BJNR010460979_StrÄndG-16_20060424_000001,document,statute,Sechzehntes Strafrechtsänderungsgesetz,Sechzehntes Strafrechtsänderungsgesetz,92,70,27,0,5,0,2,1,0,1,0
BJNR000120992_KAV_20050712_000001,document,regulation,Verordnung über Konzessionsabgaben für Strom und Gas,Verordnung über Konzessionsabgaben für Strom und Gas,1308,534,141,0,10,21,8,8,0,3,0
BJNR003240986_PsychKVVerbG_99999999_000001,document,statute,Gesetz zur Verbesserung der ambulanten und teilstationären Versorgung psychisch Kranker,Gesetz zur Verbesserung der ambulanten und teilstationären Versorgung psychisch Kranker,81,55,36,0,2,2,0,0,0,0,0
BJNR020940976_VersKV_20040817_000001,document,regulation,Versorgungskarten-Verordnung,Versorgungskarten-Verordnung,591,286,78,0,9,16,3,8,0,2,0
BJNR211540991_KSEVtrG_99999999_000001,document,statute,Gesetz zu dem Vertrag vom 19. November 1990 über konventionelle Streitkräfte in Europa,Gesetz zu dem Vertrag vom 19. November 1990 über konventionelle Streitkräfte in Europa,0,0,0,0,0,0,0,0,0,0,0
BJNR010800992_AnrV-1992-93_20060817_000001,document,regulation,Siebenundzwanzigste Verordnung über das anzurechnende Einkommen nach dem Bundesversorgungsgesetz,Siebenundzwanzigste Verordnung über das anzurechnende Einkommen nach dem Bundesversorgungsgesetz,0,0,0,0,0,0,0,0,0,0,0
BJNR023940990_BUZAV_99999999_000001,document,regulation,Verordnung über die Bestätigung der Umstellungsrechnung und das Verfahren der Zuteilung und des Erwerbs von Ausgleichsforderungen,Verordnung über die Bestätigung der Umstellungsrechnung und das Verfahren der Zuteilung und des Erwerbs von Ausgleichsforderungen,1908,606,216,0,11,25,53,8,3,2,3
BJNR014320953_HwWahlO_20031231_000001,document,statute,Wahlordnung für die Wahlen der Mitglieder der Vollversammlung der Handwerkskammern (Anlage C zu dem Gesetz zur Ordnung des Handwerks (Handwerksordnung)),Wahlordnung für die Wahlen der Mitglieder der Vollversammlung der Handwerkskammern (Anlage C zu dem Gesetz zur Ordnung des Handwerks (Handwerksordnung)),2811,941,115,9,23,78,7,15,0,1,0
BJNR200160925_GoldHypZusAbkCHEAV-5_20101214_000001,document,regulation,Fünfte Verordnung zur Durchführung des Gesetzes vom 23. Juni 1923 über das Zusatzabkommen vom 25. März 1923 zum deutsch-schweizerischen Abkommen vom 6. Dezember 1920 betreffend schweizerische Goldhypotheken in Deutschland,Fünfte Verordnung zur Durchführung des Gesetzes vom 23. Juni 1923 über das Zusatzabkommen vom 25. März 1923 zum deutsch-schweizerischen Abkommen vom 6. Dezember 1920 betreffend schweizerische Goldhypotheken in Deutschland,0,0,0,0,0,0,0,0,0,0,0
BJNR511800965_KäseV_20040723_000001,document,regulation,Käseverordnung,Käseverordnung,5619,1304,447,8,26,78,87,21,1,7,1
BJNR026450975_SchuhmAusbV_20040731_000001,document,regulation,Verordnung über die Berufsausbildung zum Schuhmacher,Verordnung über die Berufsausbildung zum Schuhmacher,734,376,162,0,11,7,4,1,0,1,0
BJNR091000995_FGlG_20060424_000001,document,statute,Gesetz zur Gleichstellung stillgelegter und landwirtschaftlich genutzter Flächen,Gesetz zur Gleichstellung stillgelegter und landwirtschaftlich genutzter Flächen,124,99,72,0,2,2,0,0,0,0,0
BJNR020820974_WestVermZuführV_20080516_000001,document,regulation,"Verordnung über die Zuführung von Mitteln nach dem Gesetz zur Abwicklung der unter Sonderverwaltung stehenden Vermögen von Kreditinstituten, Versicherungsunternehmen und Bausparkassen für Zwecke des § 96 des Bundesvertriebenengesetzes","Verordnung über die Zuführung von Mitteln nach dem Gesetz zur Abwicklung der unter Sonderverwaltung stehenden Vermögen von Kreditinstituten, Versicherungsunternehmen und Bausparkassen für Zwecke des § 96 des Bundesvertriebenengesetzes",978,331,187,0,10,10,13,9,0,3,0
BJNR019490989_KVdRAusglV-1989_20060817_000001,document,regulation,Verordnung über das Verfahren zum Ausgleich der Leistungsaufwendungen in der Krankenversicherung der Rentner,Verordnung über das Verfahren zum Ausgleich der Leistungsaufwendungen in der Krankenversicherung der Rentner,3573,837,174,5,19,50,42,41,0,3,0
BJNR003340968_DiätenG_99999999_000001,document,statute,Gesetz über die Entschädigung der Mitglieder des Bundestages,Gesetz über die Entschädigung der Mitglieder des Bundestages,2677,818,147,3,31,44,52,9,7,3,1
BJNR010950983_TKrMeldpflV-1983_20041112_000001,document,regulation,Verordnung über meldepflichtige Tierkrankheiten,Verordnung über meldepflichtige Tierkrankheiten,186,124,52,0,4,3,2,1,0,1,0
BJNR166600998_VReformG_20050429_000001,document,statute,Gesetz zur Umsetzung des Versorgungsberichts,Gesetz zur Umsetzung des Versorgungsberichts,561,266,107,0,8,9,4,9,0,4,0
BJNR370209001_BesÄndG-6_20021231_000001,document,statute,Sechstes Gesetz zur Änderung besoldungsrechtlicher Vorschriften,Sechstes Gesetz zur Änderung besoldungsrechtlicher Vorschriften,336,178,61,1,5,9,0,3,0,1,0
BJNR511900999_BAAUhAnpV-2_20060630_000001,document,regulation,Zweite Verordnung zur Anpassung der Unterhaltshilfe nach dem Lastenausgleichsgesetz,Zweite Verordnung zur Anpassung der Unterhaltshilfe nach dem Lastenausgleichsgesetz,698,203,348,0,6,0,0,5,0,2,0
BJNR010780990_StVUnfStatG-1990_20061107_000001,document,statute,Gesetz über die Statistik der Straßenverkehrsunfälle,Gesetz über die Statistik der Straßenverkehrsunfälle,887,405,164,0,8,11,14,2,2,1,1
BJNR024590939_SchForstV_20071129_000001,document,regulation,Verordnung über den Waldschutz bei der Fideikommißauflösung,Verordnung über den Waldschutz bei der Fideikommißauflösung,2169,696,160,3,17,39,16,6,0,2,0
BJNR013370987_ZAVO-8_20060817_000001,document,regulation,Achte Verordnung über die Anpassung der Zusatzrenten aus der hüttenknappschaftlichen Zusatzversicherung,Achte Verordnung über die Anpassung der Zusatzrenten aus der hüttenknappschaftlichen Zusatzversicherung,216,125,50,0,7,2,0,0,0,0,0
BJNR010100988_AnrV-1988-89_20060817_000001,document,regulation,Zweiundzwanzigste Verordnung über das anzurechnende Einkommen nach dem Bundesversorgungsgesetz,Zweiundzwanzigste Verordnung über das anzurechnende Einkommen nach dem Bundesversorgungsgesetz,0,0,0,0,0,0,0,0,0,0,0
BJNR090400994_OrthBandMstrV_99999999_000001,document,regulation,Verordnung über das Berufsbild und über die Prüfungsanforderungen im praktischen und im fachtheoretischen Teil der Meisterprüfung für das Orthopädiemechaniker- und Bandagisten-Handwerk,Verordnung über das Berufsbild und über die Prüfungsanforderungen im praktischen und im fachtheoretischen Teil der Meisterprüfung für das Orthopädiemechaniker- und Bandagisten-Handwerk,1135,544,270,3,9,15,0,1,0,1,0
BJNR024900990_GGKostV_20021231_000001,document,regulation,Kostenverordnung für Maßnahmen bei der Beförderung gefährlicher Güter,Kostenverordnung für Maßnahmen bei der Beförderung gefährlicher Güter,205,119,149,0,3,0,0,8,0,5,0
BJNR017800997_EArbzV_20061030_000001,document,regulation,Verordnung zur Regelung der Arbeitszeit der der Deutsche Bahn AG zugewiesenen Beamten des Bundeseisenbahnvermögens,Verordnung zur Regelung der Arbeitszeit der der Deutsche Bahn AG zugewiesenen Beamten des Bundeseisenbahnvermögens,142,99,49,0,4,0,0,7,0,3,0
BJNR019820975_ÜZV_20031231_000001,document,regulation,Verordnung zur Regelung einer Übergangszahlung an Beamte,Verordnung zur Regelung einer Übergangszahlung an Beamte,958,437,410,0,6,7,0,3,0,1,0
BJNR016090973_StVZOÄndV-1973-11_20060930_000001,document,regulation,Verordnung zur Änderung der Straßenverkehrs-Zulassungs-Ordnung,Verordnung zur Änderung der Straßenverkehrs-Zulassungs-Ordnung,163,115,52,0,4,2,0,4,0,2,0
BJNR009000961_SonntRStIndAusnV_99999999_000001,document,regulation,Verordnung über Ausnahmen vom Verbot der Beschäftigung von Arbeitnehmern an Sonn- und Feiertagen in der Eisen- und Stahlindustrie,Verordnung über Ausnahmen vom Verbot der Beschäftigung von Arbeitnehmern an Sonn- und Feiertagen in der Eisen- und Stahlindustrie,1077,335,241,0,8,12,27,1,0,1,0
BJNR505000002_LuftVODV-208_20110824_000001,document,regulation,Zweihundertachte Durchführungsverordnung zur Luftverkehrs-Ordnung (Festlegung von Flugverfahren für An- und Abflüge nach Instrumentenflugregeln zum und vom Flughafen Berlin-Tempelhof),Zweihundertachte Durchführungsverordnung zur Luftverkehrs-Ordnung (Festlegung von Flugverfahren für An- und Abflüge nach Instrumentenflugregeln zum und vom Flughafen Berlin-Tempelhof),0,0,0,0,0,0,0,0,0,0,0
BJNR279500002_VersKfmAusbV-2002_20060731_000001,document,regulation,Verordnung über die Berufsausbildung zum Versicherungskaufmann/zur Versicherungskauffrau,Verordnung über die Berufsausbildung zum Versicherungskaufmann/zur Versicherungskauffrau,1044,493,289,0,11,12,4,3,0,1,0
BJNR109650973_GrStG-1973_20050630_000001,document,statute,Grundsteuergesetz,Grundsteuergesetz,4954,1310,320,6,44,80,58,27,2,3,1
BJNR110650991_RAG-1991_99999999_000001,document,statute,Rentenanpassungsgesetz 1991,Rentenanpassungsgesetz 1991,372,174,66,3,8,5,6,0,0,0,0
BJNR022820995_ECER30Rev-1_99999999_000001,document,regulation,Revision 1 der ECE-Regelung Nr. 30 (Anlageband zur Verordnung zur Revision 1 der ECE-Regelung Nr. 30) über einheitliche Bedingungen für die Genehmigung der Luftreifen für Kraftfahrzeuge und Anhänger,Revision 1 der ECE-Regelung Nr. 30 (Anlageband zur Verordnung zur Revision 1 der ECE-Regelung Nr. 30) über einheitliche Bedingungen für die Genehmigung der Luftreifen für Kraftfahrzeuge und Anhänger,0,0,0,0,0,0,0,0,0,0,0
BJNR010550970_PsittakoseV_20030131_000001,document,regulation,Verordnung zum Schutz gegen die Psittakose und Ornithose,Verordnung zum Schutz gegen die Psittakose und Ornithose,2154,659,313,12,13,28,40,6,0,2,0
BJNR006400969_BGSDlSLV_20060222_000001,document,regulation,"Verordnung über die Laufbahnen, das Vorgesetztenverhältnis und das Gelöbnis der Dienstleistenden im Bundesgrenzschutz","Verordnung über die Laufbahnen, das Vorgesetztenverhältnis und das Gelöbnis der Dienstleistenden im Bundesgrenzschutz",2308,735,90,5,28,54,14,2,0,1,0
BJNR002330989_FELEG_20031127_000001,document,statute,Gesetz zur Förderung der Einstellung der landwirtschaftlichen Erwerbstätigkeit,Gesetz zur Förderung der Einstellung der landwirtschaftlichen Erwerbstätigkeit,5969,1167,389,5,28,65,58,72,6,10,3
BJNR001820996_GrAbfertCESVtrG_99999999_000001,document,statute,"Gesetz zu dem Vertrag vom 19. Mai 1995 zwischen der Bundesrepublik Deutschland und der Tschechischen Republik über Erleichterungen der Grenzabfertigung im Eisenbahn-, Straßen- und Schiffsverkehr","Gesetz zu dem Vertrag vom 19. Mai 1995 zwischen der Bundesrepublik Deutschland und der Tschechischen Republik über Erleichterungen der Grenzabfertigung im Eisenbahn-, Straßen- und Schiffsverkehr",141,104,64,0,4,2,0,0,0,0,0
BJNR257100002_See-ArbZNV_20130731_000001,document,regulation,Verordnung betreffend die Übersicht über die Arbeitsorganisation und die Arbeitszeitnachweise in der Seeschifffahrt,Verordnung betreffend die Übersicht über die Arbeitsorganisation und die Arbeitszeitnachweise in der Seeschifffahrt,657,299,118,0,8,8,5,11,0,1,0
BJNR002300959_BPräsWahlG_20021231_000001,document,statute,Gesetz über die Wahl des Bundespräsidenten durch die Bundesversammlung,Gesetz über die Wahl des Bundespräsidenten durch die Bundesversammlung,811,372,101,3,14,13,3,3,0,1,0
BJNR083000996_SGB11ÄndG-1_99999999_000001,document,statute,Erstes Gesetz zur Änderung des Elften Buches Sozialgesetzbuch und anderer Gesetze,Erstes Gesetz zur Änderung des Elften Buches Sozialgesetzbuch und anderer Gesetze,114,88,42,0,4,2,0,3,0,1,0
BJNR019460978_WaStrElbeÜbgV_20060930_000001,document,regulation,Verordnung zum Übergang von Nebenarmen der Bundeswasserstraße Elbe auf das Land Niedersachsen,Verordnung zum Übergang von Nebenarmen der Bundeswasserstraße Elbe auf das Land Niedersachsen,106,81,50,0,4,0,0,1,0,1,0
